,gas,hydro,other_fossil,wind_onshore,DK -> NO,FI -> NO,NL -> NO,SE -> NO,demand,NO -> DK,NO -> FI,NO -> NL,NO -> SE,mismatch
0,347.22000072558717,13181.679997807369,50.34,731.0700014561328,1213.4400046813878,15.280000180377565,0.0,1299.490008765214,16763.590013615067,0.0,0.0,74.93000000100469,0.0,-3.950617610826157e-12
1,347.05000072717144,12261.109990360654,49.91,707.7300014142908,1039.8600036508612,13.290000157774227,169.12000455042505,1921.2500121933842,16509.32001305456,0.0,0.0,0.0,0.0,0.0
2,346.7400006872398,10998.940012102266,49.67,680.3600012255636,1186.8700034894994,10.430000123375313,628.9600035435519,2232.25000657217,16134.22002774367,0.0,0.0,0.0,0.0,-3.637978807091713e-12
3,346.940000687394,11012.34001204182,49.55,674.1400012140875,1330.5300042032416,6.870000082201095,247.34000345993857,2484.900006748677,16152.61002843736,0.0,0.0,0.0,0.0,-1.8189894035458565e-12
4,347.6000006889671,11119.820012199561,49.37,641.330001158167,1327.3400040921945,9.920000117336034,311.64000348856206,2407.1900067449433,16214.210028489731,0.0,0.0,0.0,0.0,0.0
5,347.0400007282143,11604.059989636022,49.3,631.0800012556483,1475.0400018546745,12.330000145997651,151.12000456597121,2297.0900144171865,16567.060012603713,0.0,0.0,0.0,0.0,0.0
6,346.870000726459,12266.889990318705,49.22,623.5600012357955,1330.2800056242647,7.920000094955229,0.0,2515.060015104847,16867.07001310137,0.0,0.0,272.73000000365874,0.0,-3.0127011996228248e-12
7,348.4200006913581,11846.25001293926,48.95,597.2900010834859,1340.4500015423932,13.470000157122227,253.23000431136902,2728.570007211861,17176.630027936848,0.0,0.0,0.0,0.0,0.0
8,347.68000072861383,12106.279988035349,48.72,529.4200010414222,1479.5100018352666,12.55000014843362,253.91000554657393,2642.790015848075,17420.860013183734,0.0,0.0,0.0,0.0,0.0
9,350.45000073275145,13068.479996277589,48.58,490.70000095875986,1528.5500017227964,5.580000067323424,0.0,2532.140014151366,17805.060013907645,0.0,0.0,219.42000000294357,0.0,-2.1884716261411086e-12
10,349.39000069387595,13600.630014272414,48.59,465.0000008509484,1438.320001515192,0.0,0.0,2615.3800070529333,18103.40002437726,0.0,0.8800000025569313,413.0300000055471,0.0,1.2505552149377763e-12
11,349.7000006948398,13862.280014572783,48.62,433.91000079590583,1454.720001512,0.280000003427603,0.0,2714.890007164728,18284.640024735894,0.0,0.0,579.760000007794,0.0,-3.069544618483633e-12
12,350.1700006958158,13849.020014595188,48.69,416.4200007646274,1618.1200015997338,2.5800000313159828,0.0,2779.670007212294,18412.100024890202,0.0,0.0,652.5700000087758,0.0,-4.888534022029489e-12
13,349.120000693821,14110.82001477125,48.8,421.600000773982,1569.3400015939408,2.360000028670017,0.0,2562.2200070419276,18458.490024895444,0.0,0.0,605.770000008151,0.0,-1.4779288903810084e-12
14,348.35000069250486,15099.470015426286,48.93,401.83000073868584,1471.4600015368603,0.0,0.0,1988.6400064938018,18650.620024863354,0.0,5.260000015342014,702.8000000094462,0.0,-1.3642420526593924e-12
15,348.0800006921175,15918.650015950003,49.01,386.8000007117748,1472.0800038279672,0.0,0.0,1373.910005608,18833.790026751667,0.0,9.81000002872228,704.9300000094734,0.0,1.1368683772161603e-12
16,350.21000069620914,16706.800016336223,48.91,370.5700006824398,1393.0100014541729,0.0,0.0,597.9800035105011,18744.29002261624,0.0,18.260000053835352,704.930000009473,0.0,2.0463630789890885e-12
17,350.17000069599186,16471.230016137746,48.76,350.2000006455072,1504.5000014322777,0.0,0.0,564.2400033694057,18566.680022219203,0.0,17.730000052255324,704.6900000094709,0.0,-6.0254023992456496e-12
18,349.780000695062,15640.360015611086,48.65,336.8500006212103,1455.7600037906543,0.0,0.0,1226.5200053072858,18336.480025968256,0.0,16.16000004756698,705.2800000094774,0.0,-2.1600499167107046e-12
19,349.30000069396647,14881.58001511655,48.45,310.6700005736387,1536.4900015289963,0.0,0.0,1728.830006127613,18137.3900239928,0.0,13.1100000384909,704.8200000094716,0.0,9.094947017729282e-13
20,350.1400006953136,14370.200014697864,48.41,291.92000053940353,1509.0300014102495,0.0,0.0,1893.8900063176334,17788.250023599452,0.0,17.700000052175092,657.6400000088355,0.0,2.0463630789890885e-12
21,350.44000073259775,13135.909994035364,48.29,278.0600005339606,1436.5800059105266,0.0,0.0,2102.2300125485835,17197.57001373538,0.0,8.120000023697138,145.82000000195544,0.0,1.1368683772161603e-12
22,349.4300006929716,11890.24001284275,48.28,266.35000049238045,1447.8600044065745,0.0,447.49000392650777,2250.5000068285826,16697.470029181968,0.0,2.680000007799527,0.0,0.0,5.906386491005833e-13
23,350.0900006938073,10906.080012066122,49.84,340.86000062695126,1512.000001637348,29.55000032274791,724.5600040652826,2303.980006797961,16216.96002621022,0.0,0.0,0.0,0.0,1.8189894035458565e-12
24,352.03000069726284,10319.650011587197,49.88,299.3200005517676,1556.4200016890923,45.72000046996124,722.8500043781322,2575.6300069845533,15921.500026357966,0.0,0.0,0.0,0.0,0.0
25,352.110000741619,10637.759984496646,49.76,285.2400005510626,1600.060002010604,37.32000040959675,394.1400069763644,2457.160016555744,15813.550011741634,0.0,0.0,0.0,0.0,3.637978807091713e-12
26,352.5500006982555,10703.910011840317,49.74,305.2200005624271,1539.23000168818,27.300000299876572,591.2700042950764,2350.880006535856,15920.100025919986,0.0,0.0,0.0,0.0,0.0
27,352.1900006977826,11862.15001264634,49.62,294.7900005436991,1125.4800031366517,8.120000096184787,609.0400044446905,1824.560005345746,16125.950026911096,0.0,0.0,0.0,0.0,0.0
