,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
4592,4569.000010912684,9066.882305581443,11249.000051453277,3922.000008853362,16933.00045904093,9186.000031399935,582.0000013452101,143.0000058833425,12241.000057513365,952.0000018410095,3479.0000075416083,0.0,0.0,0.0,236.350000452926,1938.0000044083758,0.0,0.0,0.0,68727.64292955633,1356.0000061609535,179.94000030512694,1285.1700035301583,0.0,0.0,1968.0000047248745,978.1800019452478,2.300000004773542,-1.1823431123048067e-11
4593,4564.000010780132,8489.705035171926,11209.000048538084,4118.000009319381,16961.000319251674,9169.00003034216,582.000001343418,143.00000584900695,13644.00007212917,875.0000016826015,3951.0000087283656,0.0,0.0,0.0,9.580000021949713,1697.0000038177895,0.0,0.0,0.0,69894.77553057323,1356.2000065653972,126.18000021396232,1399.0800037526085,0.0,0.0,1700.0000040170573,933.7500018486309,2.3000000047735805,4.547473508864641e-12
4594,4536.000011008664,9475.31804796794,10866.000051555184,3238.00000710313,16868.001588035677,9163.000032967724,564.0000013049806,143.0000059413579,14110.000101075419,688.0000013154777,4152.000009512493,0.0,0.0,0.0,0.0,1681.000003816263,0.0,0.0,0.0,69085.98982817474,1874.4000099041818,432.55000073669726,1433.5600169498732,26.140000055726222,0.0,1661.0000038696537,968.3800019086598,2.300000004773547,1.1823431123048067e-11
4595,4519.000010648579,8709.732471354744,10828.000045059638,3498.000007643112,16808.000297757855,9157.000030304389,535.0000012315456,143.00000585015425,14097.000079627098,660.0000012558838,4146.000009264314,0.0,0.0,0.0,0.0,1686.000003791,0.0,0.0,0.0,68291.14293038502,1777.0000120530267,461.2700007918151,1330.7600141192613,293.27000057580705,0.0,1727.0000040742268,904.0900017845956,2.2000000045660846,7.275957614183426e-12
4596,4523.0000103939865,8335.241121453546,10729.000039940533,2557.000005239805,16698.00016806363,9121.000028062994,540.0000012397143,143.00000576901888,13986.000065517517,882.0000016898371,4143.000009054368,0.0,0.0,0.0,0.0,1733.0000038656374,0.0,0.0,0.0,67076.57143258705,1922.700017456929,504.61000086935854,1300.5500035928958,4.580000009884764,0.0,1595.0000038016206,927.0300018491156,59.20000012373603,2.7284841053187847e-12
4597,4539.0000110021865,8406.733833059683,10682.000049131517,2227.0000045938746,16692.000935573727,9104.000032417978,531.0000012257774,143.000005936681,13203.000079032814,1312.000002595418,4177.0000095731975,0.0,0.0,0.0,0.0,1756.0000039961906,0.0,0.0,0.0,66165.2449280532,1960.1000220678275,895.2700015469914,1226.3800109216288,43.200000091513985,0.0,1560.0000036403335,918.1400018084148,4.400000009134561,-1.3642420526593924e-11
4598,4550.000010421436,6979.743455651529,10651.000038692448,2146.000004304514,16666.000154748694,9067.000027443064,534.0000012248597,143.00000575406173,11305.00004023337,1997.000004019004,4299.000009429769,0.0,0.0,0.0,54.56000012858384,2098.0000047041044,0.0,0.0,0.0,64992.18373286145,1588.4000144961267,362.7000006270575,842.5200026324038,0.0,0.0,1722.0000041664798,979.800001966323,2.700000005604487,-1.7280399333685637e-11
4599,4555.000010595562,7454.375185585776,10883.000042812968,2307.0000046934333,16940.000220400012,9112.000028820852,519.0000011915646,143.00000580227814,8715.000026613929,2209.0000045186953,4402.000009843944,0.0,0.0,0.0,234.8600005929108,1781.00000441415,0.0,0.0,0.0,64728.275531306324,948.700005051759,172.82000029509075,478.06000255179964,0.0,0.0,1788.000004360792,1136.5800023145002,2.8000000058120444,6.366462912410498e-12
4600,4569.000010234284,6460.848001776215,10976.000037261883,3004.000006186343,17027.000118821354,9131.000026043386,507.0000011583975,143.0000056821032,5674.000013431857,2521.0000051400852,4272.000009165933,0.0,402.31000192033594,0.0,756.8900023958398,1939.0000042941078,0.0,0.0,0.0,64293.40823578829,369.10000135284173,0.0,118.9600005199157,0.0,0.0,1607.0000038327853,991.6800020122793,2.9000000060195976,-5.4569682106375694e-12
4601,4558.000011160307,9090.237426325111,10952.000054457803,2992.0000064923756,17162.19306894622,9144.000033562186,487.00000112199206,143.00000596472648,2781.00000606602,2501.0000053210956,3672.0000082028537,0.0,69.89000035814833,0.0,740.030002410872,2226.0000051652173,0.0,0.0,0.0,63124.030627140695,406.80000144733486,0.0,287.5700010546875,0.0,0.0,1654.000003820578,1043.0500020856061,2.900000006019155,1.1368683772161603e-11
4602,4550.000011157817,9247.42958833732,11031.00005606141,3121.000006836504,17303.297013601146,9132.000033685994,491.00000113175366,143.0000059713979,797.000001545196,2269.000004763725,3095.0000066734,0.0,0.0,0.0,987.3900013623269,2480.0000067930946,0.0,0.0,0.0,60287.83672674159,777.600002935513,382.50000065546044,458.58000157595615,0.0,0.0,1603.000003707483,1135.200002300112,2.400000004981164,-4.547473508864641e-12
4603,4562.000011429607,9781.035036293935,11074.000063152038,2453.0000052020773,18419.843663657764,9111.000035712528,490.00000113169426,143.00000603691998,46.00000008556329,2141.0000044964827,2730.0000058151454,0.0,0.0,0.0,982.5600039338218,1529.0000038241908,0.0,0.0,436.7000008029892,57810.93882527011,1099.2000049267835,1024.8500018572636,558.950001838089,0.0,0.0,2312.000005472202,1093.200002210316,0.0,-1.3642420526593924e-11
4604,4528.000011386361,9261.911190348657,11070.000065381353,3091.000006868087,18674.273612417757,9142.000036704729,490.00000113240884,143.00000605727678,0.0,1911.0000039629983,2766.000005925368,0.0,0.0,0.0,241.4400006232172,1158.000002604555,0.0,0.0,80.70000015647172,55602.74492470579,1278.6000061926081,1459.4100026110204,314.72000113225977,0.0,0.0,2903.000006906981,998.8500020205751,0.0,8.185452315956354e-12
4605,4538.000011388592,7998.1490574997415,10769.00005934593,2443.000005185843,18436.644946141503,9139.000036350008,488.00000112731044,143.0000060482794,0.0,1756.000003601825,2666.0000056649255,0.0,0.0,0.0,0.0,1578.0000036098818,0.0,0.0,0.0,51552.70412443767,1488.5000094373258,1615.6700037159094,249.27000115529805,1227.3099886921561,0.0,2477.000005784607,1137.4400023026178,206.90000043826714,-2.000888343900442e-11
