,biomass,gas,hard_coal,hydro,lignite,other_fossil,wind_onshore,CZ -> PL,DE -> PL,LT -> PL,SE -> PL,SK -> PL,demand,PL -> CZ,PL -> DE,PL -> LT,PL -> SE,PL -> SK,mismatch
500,157.62000382087723,950.5000050310668,10788.853030481076,295.6500006268956,5688.1200653858605,282.8200019570195,175.0500003436099,0.0,648.4500012722079,0.0,597.7000000167311,0.0,18482.653109270854,119.48000000773328,0.0,917.0299994751641,0.0,65.60000018159373,4.547473508864641e-13
501,157.7000038083165,863.2400043884876,9508.571146093305,268.44000056628585,5502.940051268441,288.54000199870063,181.31000035611086,0.0,590.9900011526702,133.35000001114506,597.6000000167268,0.0,17703.061209254967,240.32000001556145,0.0,0.0,0.0,149.30000038966173,-6.821210263296962e-13
502,157.53000384549603,802.1400040282389,9112.332663398425,242.68000051054426,4845.460033553528,290.91000202960055,177.69000034916195,0.0,799.1100015966489,82.16000001174862,597.5000000167213,0.0,16681.63270886452,244.8800000158052,0.0,0.0,0.0,181.0000004597926,-3.808509063674137e-12
503,158.03000387974595,847.2400043569769,9061.892872113689,228.3000004794009,4365.880024556819,288.9500020186508,191.26000037681084,0.0,844.2800017045564,0.0,596.2000000166847,0.0,15757.14290862641,417.0200000268619,0.0,326.9700006291038,0.0,80.90000022096116,-3.637978807091713e-12
504,158.14000386111024,853.1400043697963,9156.075475013926,226.51000047516098,4279.920022388575,287.80000200333404,244.16000048482869,0.0,738.9300014732896,0.0,489.8000000137065,0.0,15388.775508676272,502.3700000323326,0.0,489.4300012227865,0.0,53.9000001523353,-1.3642420526593924e-12
505,157.11000380585025,852.4400043358703,8953.375676296324,226.3800004745319,4244.880021170324,285.41000197801617,275.1200005485605,0.0,769.020001529806,0.0,477.5000000133617,0.0,15164.285708753312,540.100000034747,0.0,480.1500012047337,0.0,56.70000015984988,2.2737367544323206e-12
506,157.33000378595628,852.3800043007872,8845.041575346015,226.14000047359175,4381.010022135133,286.5400019797603,306.52000061350327,0.0,876.710001762936,0.0,489.4000000136944,0.0,15254.081608915598,569.7400000366447,0.0,488.7500011700341,0.0,108.50000028910492,-3.410605131648481e-12
507,157.23000374228863,852.0600042463449,8945.986676282282,226.01000047266982,4433.390021456673,284.3800019516164,333.17000066831736,0.0,962.5100019375498,0.0,490.8000000137334,0.0,15641.836709224388,616.0100000396125,0.0,256.29000107053275,0.0,171.40000043694332,-2.7284841053187847e-12
508,157.78000374102598,854.6800042403622,9527.379373150263,226.71000047389623,4652.970023710121,284.2700019458763,367.7700007408369,0.0,1198.0100024437463,0.0,597.1000000167079,0.0,16573.469409502428,653.4700000420183,0.0,419.43000036891186,0.0,220.3000005494752,3.410605131648481e-12
509,182.0200043528173,1005.6800050707969,11267.727262467799,230.7500004808423,5629.090033382234,285.41000192565997,456.54000092513894,0.0,1150.2800022904541,0.0,597.7000000167263,0.0,19668.367310822283,488.4900000316757,0.0,357.83999934787914,0.0,290.5000007106339,-5.229594535194337e-12
510,208.17000495779794,1061.7000051981233,12861.839769309578,227.99000047288757,5756.240027125357,290.7700019322052,598.3000012219343,0.0,1056.250002064555,0.0,597.6000000167243,0.0,21674.48981236473,390.3000000253019,0.0,328.7699992411821,0.0,265.3000006679483,-6.821210263296962e-13
511,208.50000491676354,1068.8900051867956,13426.960968472335,256.61000053343537,5910.530027375496,295.0000019553825,775.030001610203,0.0,971.4200018933265,0.0,597.600000016724,0.0,22677.551012871994,316.6900000205227,0.0,374.8999985996432,0.0,141.40000046829536,8.29913915367797e-12
512,208.89000491799123,1069.7800051807571,13781.273065699881,382.98000080732754,6162.000030065504,295.360001956372,744.6100015407076,0.0,887.1200017315961,0.0,597.600000016724,0.0,23332.653113055745,244.84000001586105,0.0,426.01999850346385,0.0,126.10000034179225,-5.4569682106375694e-12
513,209.30000493501126,1067.7400051734282,13705.258565342845,423.57000089717064,6148.900030076632,292.170001933791,779.0000016185636,0.0,890.8400017421923,0.0,597.6000000167239,0.0,23271.428613012224,306.8000000198805,0.0,454.5499984779713,0.0,81.60000022628113,3.069544618483633e-12
514,210.88000498031303,1072.320005199714,13780.649564514266,497.3400010622774,6231.540031083272,288.6400019077399,809.2400016868809,0.0,854.040001668229,0.0,597.7000000167268,0.0,23498.97961306328,250.31000001621575,0.0,443.2599986407687,0.0,149.80000039915723,1.8189894035458565e-12
515,209.9100049499644,1072.5100051994127,13692.05526572491,505.8600010814706,6087.28002918556,290.080001918039,907.6000019128136,0.0,1021.0300020123088,0.0,597.600000016724,0.0,23363.2653130504,359.8400000233251,0.0,451.51999838674953,0.0,209.3000005407293,-9.094947017729282e-13
516,208.09000490259157,1069.1100051859873,13875.306265820234,420.5600008906089,6156.000030307381,287.3900018994621,993.3500021153359,0.0,1013.2400019925051,0.0,597.5000000167213,0.0,23640.81631304679,328.10000002126304,0.0,487.329999627636,0.0,164.30000043514107,-3.296918293926865e-12
517,208.13000493308087,1062.75000517885,13442.37076403939,311.18000065134805,6082.250030450237,288.9300019151258,1170.2500025516754,0.0,1089.41000215693,0.0,597.6000000167244,0.0,23152.040812766518,428.31000002776796,0.0,471.9199985789366,0.0,200.60000052013865,0.0
518,208.07000496305022,1062.0100052092212,13037.364464181239,347.0400007301249,5923.130029491324,276.61000182957304,1342.2800030003452,0.0,1005.0000019851872,0.0,597.5000000167216,0.0,22861.224512512516,379.7500000246125,0.0,424.4299985105241,0.0,133.60000035913615,-4.888534022029489e-12
519,208.1900049272468,1066.1800051918774,13345.94876496424,420.35000089085554,5973.040028763995,284.8900018844442,1515.5400034442016,0.0,1078.3800021336122,0.0,597.6000000167243,0.0,23496.9388128742,391.68000002538844,0.0,393.89999859648384,0.0,207.6000007211226,1.0231815394945443e-12
520,207.76000490925725,1067.7900051962724,13588.882363523984,438.48000093106083,5992.170028827732,287.2000019005578,1818.8900042923462,0.0,969.1400019070538,0.0,597.5000000167213,0.0,24006.12241299051,270.6000000175301,0.0,466.2899979178979,0.0,224.8000005790485,-6.480149750132114e-12
521,208.33000498681446,1070.6400052818892,13080.138960501281,533.6400011490294,5971.720030736437,287.1700019092709,1872.6800044994804,0.0,902.930001777951,0.0,591.9000000165653,0.0,23672.449012539262,233.18000001510254,0.0,485.6199979583874,0.0,127.90000034596056,7.73070496506989e-12
