,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
0,51.37000006773439,46.32000015118923,105.57000027630114,40.560000079642556,0.0,473.52999975452985,128.00000000896887,2.3500000234393768,206.30000000207608,1054.0000003638816,0.0,0.0,0.0,0.0
1,51.35000006199357,45.9100001241716,104.22000019782206,40.67000007206355,0.0,288.2700009112564,235.50000001500223,393.58000053513666,0.0,1022.0000007127388,0.0,0.0,137.50000120470713,1.1368683772161603e-13
2,51.35000006039119,45.88000011782342,76.46000013095248,40.12000006893279,0.0,276.3900006210109,208.00000001351992,459.70000250558036,0.0,1000.0000010134993,0.0,0.0,157.90000250471186,2.842170943040401e-14
3,51.53000006026671,45.79000011629984,76.17000012885384,39.99000006826362,0.0,256.84000053747116,165.00000001137565,515.5800034709921,0.0,994.0000011156372,0.0,0.0,156.9000032778856,1.4210854715202004e-13
4,51.76000005941067,45.70000011197592,105.38000017165129,39.92000006671205,0.0,269.47000048282206,220.50000001607253,427.99000415840186,0.0,1011.0000017455751,0.0,0.0,149.72000332147115,0.0
5,51.89000006093693,45.54000011651328,105.42000018368158,39.66000006798562,0.0,289.13000064586237,278.0000000204585,237.46000195109187,0.0,1027.000001059453,0.0,0.0,20.100001987077064,5.684341886080802e-14
6,51.610000067376575,45.6400001448636,105.39000026412452,39.79000007692423,0.950000003074392,342.52097235337277,407.00000003138643,160.3990279339802,0.0,1037.0000003848445,0.0,0.0,116.30000049025817,1.2789769243681803e-13
7,51.40000006322437,45.42000012735313,105.41000021319212,37.79000006801119,1.1600000037465512,342.43000205028807,363.0000000274435,230.58999892339665,0.0,1056.0000005940128,0.0,0.0,121.20000088264304,-4.405364961712621e-13
8,51.47000006072807,45.20000011669348,105.4400001864897,39.75000006852188,2.320000007488245,365.4400009465399,251.00000001879252,383.58000179201866,0.0,1119.0000010187748,0.0,0.0,125.20000217849778,-8.526512829121202e-14
9,51.420000068031904,45.060000146768886,105.50000027972797,40.480000079762945,2.7800000091258954,592.8499997360444,279.00000002166496,2.410000024181645,64.5000000006471,1184.0000003659557,0.0,0.0,0.0,0.0
10,51.46000006708021,44.96000014173391,105.4700002632746,40.57000007857885,3.470000011421197,594.8699998131683,306.500000023792,0.0,69.70000000069925,1217.0000003997482,0.0,0.0,0.0,2.2737367544323206e-13
11,51.30000006893705,44.980000151589984,105.46000029901762,39.40000007867437,3.21000001059764,586.0899997061971,295.00000002313135,0.0,96.60000000097004,1222.0000003391003,0.0,0.040000000014786416,0.0,-4.350686477749832e-14
12,50.95000007048425,44.95000016214796,105.49000034399323,38.670000079601465,1.3900000045295415,569.8599996019705,391.00000003293576,0.0,22.800000000228568,1225.0000002958504,0.0,0.11000000004065938,0.0,1.6783796574770804e-13
13,50.970000079632186,45.180000222373145,105.47000077861235,38.11000008954875,0.020000000064331874,555.5499989904789,430.50000003905586,0.0,10.200000000102232,1236.0000001998678,0.0,0.0,0.0,0.0
14,50.99000008961004,45.23000032302164,107.05215242413388,39.18000010700194,0.0,481.5478471741203,397.5000000372563,0.0,190.50000000193018,1312.0000001570745,0.0,0.0,0.0,-2.2737367544323206e-13
15,50.950000074196396,45.26000018536493,105.46000045478972,39.52000008681358,0.0,521.7899994147659,409.00000003402664,0.0,211.5000000021351,1371.0000002475535,0.0,12.480000004538796,0.0,5.5067062021407764e-14
16,50.960000070924195,45.27000016617289,105.42000035386887,39.49000008226569,0.0,662.7299996955973,428.5000000350357,0.0,545.7000000055572,1397.0000002926524,0.0,481.07000011676917,0.0,1.1368683772161603e-13
17,50.950000072006844,45.14000017157131,105.44000038323445,40.97000008778481,0.0,674.5799996356182,414.00000003401084,0.0,536.4000000054673,1381.0000002749375,0.0,486.4800001147558,0.0,1.7053025658242404e-13
18,51.040000073712264,45.32000018177632,105.44000043136312,40.120000087637536,0.0,703.3099995477871,456.0000000382206,0.0,430.3000000043764,1345.0000002538297,0.0,486.53000011104376,0.0,5.684341886080802e-14
19,50.91000007950731,45.5600002261817,105.4400007775944,39.67000009480702,0.0,690.1299990691955,551.0000000497504,0.0,283.1000000028729,1279.0000002002537,0.0,486.8100000996553,0.0,2.2737367544323206e-13
20,50.74000008994872,45.580000344787074,109.47932609459258,39.680000110784434,0.0,675.3206735567542,433.0000000392362,0.0,324.90000000332,1192.0000001528483,0.0,486.7000000865749,0.0,-5.684341886080802e-14
21,50.140000091221864,45.70000039748064,110.87438684238992,39.7400001157052,0.0,783.1256127443716,390.5000000345794,0.0,155.2000000015704,1097.0000001440299,0.0,478.28000008328894,0.0,5.684341886080802e-14
22,49.84000007331895,45.840000197655705,76.42000023781753,39.6100000887795,0.0,607.6899996325063,221.50000001737808,0.0,28.100000000281813,1007.0000002266453,0.0,62.00000002109274,0.0,-7.815970093361102e-14
23,49.880000070074644,45.96000017599684,55.370000126168165,40.08000008523577,0.0,615.7900000989048,204.50000001645918,0.0,0.0,963.0000002635147,0.0,0.3800000001404141,48.20000030918434,-2.2026824808563106e-13
24,49.93000006888243,46.050000168661384,55.37000012209295,40.340000084031985,0.0,616.1200001604038,176.00000001397018,0.0,0.0,941.0000002821863,0.0,0.11000000004065934,42.700000335815695,9.237055564881302e-14
25,50.0400000700454,45.990000174273206,55.400000125283995,40.17000008502973,0.0,540.500000105911,234.5000000183565,0.0,0.0,934.0000002666349,0.0,0.0,32.60000031226498,4.263256414560601e-14
