,biomass,gas,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,1.985599311248125,6.636258949564691e-13,156.00000000000065,89.00000000000067,21.000000000000664,727.8026133474814,422.13298571626314,87.80261334748134
1,110.47429901694584,33.474299016945835,79.30040368069287,122.47429901694584,44.02130893889198,615.0000000000017,487.23555292558456,1.7406813457914046e-12
2,77.00000000000327,3.2695373769247434e-12,155.00000000000327,36.45050838156952,19.00000000000327,612.8215084106769,463.0000000000033,17.821508410676834
3,76.00000000000621,6.212599697460331e-12,186.00000000000622,18.224273150749067,17.000000000006214,514.9123209473058,397.0000000000062,9.37901855881344
4,46.92541199425211,2.1158547607003317e-13,421.0000000000002,0.7426401196930092,11.000000000000211,888.3879375112163,237.5000000000002,275.3879375112163
5,76.00000000000114,1.0000000000011413,512.0000000000011,20.59498504556453,7.953128198033102,679.0579772175341,219.00000000000114,51.05797721753418
6,78.27967682056732,3.279676820567313,602.2796768205673,90.27967682056732,15.279676820567314,640.0000000000256,271.2796768205673,2.555980186878694e-11
7,76.00000000000023,0.8511257299084465,667.0000000000002,88.00000000000023,6.8767483684615325,318.1259801996308,161.00000000000023,260.3056971389147
8,76.00000000000043,0.29957695010431895,741.0000000000005,88.00000000000043,9.000000000000425,357.2644650935111,12.515328205867185,137.2185637684867
9,54.3840582547588,1.0000000000003577,747.0000000000003,84.33169380424772,13.000000000000357,561.347620137991,20.777784573011527,162.8754291784929
10,180.73345494011917,105.73345494011917,111.13445410983623,140.54506784492068,135.73345494011917,738.0000000000006,124.65489510320458,5.563464691923941e-13
11,163.9082397153449,87.90823971534489,97.10311109606937,174.9082397153449,125.90823971534489,747.0000000000007,109.90823971534489,6.704552761982532e-13
12,77.00000000000085,1.0000000000008529,939.0000000000009,36.36286580827187,2.172635408387763,827.3115240709946,8.529759605666915e-13,73.31152407099457
13,46.404091698213136,1.000000000000168,1011.0000000000001,89.00000000000017,49.00000000000017,407.06093872416164,1.679936914619147e-13,376.0228103495257
14,25.902246071313805,1.0000000000001095,1012.0000000000001,89.00000000000011,46.00000000000011,761.9059552953319,1.0946166740668774e-13,534.2378925768693
15,61.74184629201403,0.24180435258728739,1013.0000000000003,89.00000000000031,47.000000000000306,1029.1982225901304,22.00000000000031,189.19822259013034
16,92.4744440301349,16.47444403013491,1027.474444030135,81.90313528267914,65.4744440301349,843.0000000000038,56.97444403013491,3.765439827673855e-12
17,77.00000000000287,0.7468783391273286,1012.0000000000028,90.00000000000287,33.39950054490328,853.2588065033448,18.000000000002878,20.258806503344758
18,137.52360575983113,59.70036437856684,309.2292117753297,144.81975406763013,84.61031026094702,817.000000000001,100.52360575983111,9.78907227115169e-13
19,78.00000000000016,1.0000000000001519,660.479955539698,90.00000000000016,51.00000000000015,431.4257498412954,77.00000000000016,383.5355707610632
20,76.25895448024306,1.0000000000001852,759.0000000000002,90.00000000000018,51.000000000000185,380.12013894049994,189.0000000000002,314.7284553997398
21,78.00000000000017,0.9286037750572294,578.0000000000001,91.00000000000017,3.070864577909796,1012.7372499688311,260.50000000000017,343.73724996883107
22,81.82084325398377,4.820843253983764,486.82084325398375,94.82084325398377,54.82084325398376,614.0000000000152,135.32084325398375,1.525005973490355e-11
23,128.38072346865033,51.380723468650324,410.85016268350347,140.38072346865033,101.38072346865033,575.0000000000011,50.380723468650324,76.50000000000115
24,78.00000000000342,0.729114947752906,546.0000000000034,90.00000000000342,51.00000000000343,571.9849932695081,3.4305629055745316e-12,51.984993269508124
25,78.00000000000058,1.0000000000005769,197.12030442963646,90.00000000000058,49.000000000000576,174.04254220296616,2.500000000000577,101.00204397903836
26,90.3248923804026,14.324892380402598,625.3248923804026,102.3248923804026,57.232153548495205,557.0000000000043,13.324892380402598,23.000000000004373
27,77.00000000000024,0.9025834113355727,787.0000000000002,57.42214800976957,6.434043665707285,835.0018694630264,2.479473375909554e-13,285.89697125507894
28,115.79082459960317,43.78475121105285,229.2124301390507,131.78475121105285,50.439877156224924,700.0000000000014,92.28475121105285,1.3618891360344115e-12
29,98.58119770942544,22.58119770942544,828.5811977094254,49.24346046577788,50.61630638205816,827.0000000000027,293.58119770942545,2.6999469003876757e-12
30,90.14631862935556,22.0872327712406,882.1463186293556,102.14631862935556,27.506354496597375,917.0000000000041,307.64631862935556,4.118957687072699e-12
31,10.774121198787666,25.00000000000093,876.0000000000009,88.00000000000092,15.906915706565751,630.9013632438775,351.5000000000009,62.626288882420646
32,76.00000000000037,24.000000000000366,1075.0000000000005,88.00000000000037,21.439639643179497,1151.9437994237157,515.0000000000003,159.94379942371575
33,76.0000000000001,24.000000000000096,1154.0,88.0000000000001,32.0000000000001,1073.9034491444481,372.2298989445954,596.9459108612782
34,76.0000000000002,37.0000000000002,1147.0000000000002,34.990512823253106,23.087888065941733,1261.5043550802066,431.0000000000002,288.5043550802065
