,gas,hard_coal,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,686.0,259.00000000000006,143.236044926658,174.00000000000003,1988.0,1781.3920265698791,4.2363309448279473e-14,1468.8440183567784
1,651.1130058065716,283.1130058065716,189.12257457343784,124.42540220028415,1898.1130058065717,2782.150000000004,14.113005806571598,377.85000000000406
2,688.9980023855869,309.998002385587,85.0099880720714,216.99800238558694,1718.998002385587,2603.020000000003,18.99800238558695,435.9800000000031
3,350.5812355174832,225.29534126186462,289.03085580516324,316.03085580516324,1498.0308558051631,2473.9800000000005,111.03085580516321,316.0200000000005
4,741.9762646108098,176.05193276416426,256.97626461080984,83.04300879259813,1388.9762646108097,2408.130000000001,77.9762646108098,316.87000000000063
5,686.1604056280426,428.1604056280425,275.1604056280425,313.1604056280425,782.1042163460215,2259.356244486233,103.16040562804251,328.55000000000075
6,354.6994130425261,333.36695739776553,145.41565240138127,149.7840623627972,1660.3669573977656,2409.6700000000005,94.36695739776555,328.33000000000055
7,677.1679876482317,286.07791156191024,315.1679876482317,287.1679876482317,986.772377912925,2431.0800000000004,138.1679876482317,259.4422400677615
8,109.56923911348382,219.00000000000017,177.00000000000017,148.00000000000017,1688.0000000000002,1649.6743954455662,1.6379640313404185e-13,691.8948436679182
9,683.3926564503524,140.20943063093512,324.3926564503524,227.72777935520122,1437.8848206628077,2623.9000000000005,137.39265645035238,327.1000000000003
10,460.5042376192466,230.187055203834,205.187055203834,157.187055203834,2124.187055203834,2923.77951363841,9.187055203834,262.6600000000062
11,417.9665840665512,279.1764152525349,66.09400913695764,205.17641525253495,2413.1764152525348,3216.390000000001,56.176415252534944,221.3762542136479
12,138.20427128915722,317.0254348997674,212.41568092294173,244.0254348997674,2539.0254348997673,3393.2800000000007,96.02543489976738,153.4416918111675
13,553.2204885829937,223.22048858299362,199.89755708556063,147.22048858299362,2443.2204885829938,3442.1700000002643,0.220488582993635,124.83000000026418
14,619.7236787548069,323.3786596142919,303.3786596142919,203.0572605872963,1862.510367068512,3341.0600000000004,106.3786596142919,77.3672852534907
15,652.8011249707097,293.8011249707097,275.8011249707097,237.8011249707097,1758.994375146453,3297.790000000001,78.80112497070971,0.21000000000077573
16,692.2093890588918,145.7226540802892,75.28048645642306,255.20938905889176,2008.2093890588917,3486.500000000001,309.8686922866142,8.419101606672465e-13
17,923.2097676952692,472.20976769526925,404.08035789482886,279.1209135366439,1350.1694254827205,3821.4600000000005,392.6697676952693,4.807210587907915e-13
18,584.8871985206316,812.520001182649,738.520001182649,572.9248161720514,566.0060461861406,3766.87,492.0119367558784,1.4584523350463798e-13
19,954.449606968948,421.44960696894805,399.0407147095098,338.44960696894805,879.1608574146996,3587.080000000001,594.529606968948,8.389980938021163e-13
20,391.84965341748,507.6300693165042,464.6300693165042,398.6300693165042,1073.6300693165042,3423.1600000000003,586.7900693165042,5.039181261991936e-13
21,1020.6988670715384,568.6988670715384,129.70266381976975,366.69886707153836,574.501867894078,3289.6600000000008,629.3588670715383,7.906239292076775e-13
22,935.0000000000001,231.9047802258411,90.1192656054087,297.00000000000006,138.95212803468914,1350.7169816395583,653.7300000000001,995.9891922263807
23,956.0000000000001,133.50890965627903,259.0000000000001,307.0000000000001,569.0000000000001,2364.2738331912938,568.7700000000001,429.0050764649858
24,438.2972073178204,269.29651464990417,157.49181768842442,316.0000000000001,536.4271605916858,1287.5381475288314,215.71999999999989,645.6945527190034
25,1053.331648594236,202.06994747703152,347.33164859423607,482.33164859423607,235.27283819976967,2569.5000000000005,249.16226854049137,3.4008946006381063e-13
26,846.0003570496061,348.0003570496061,176.00035704960612,302.0003570496061,1007.0003570496061,2429.0310711488187,0.00035704960611038076,249.97107114881814
27,808.0000000000014,242.00000000000134,179.00000000000134,307.0000000000013,986.7935620521062,2405.084699744731,1.3298753204212097e-12,117.70886230738157
28,94.5906478256056,243.0090579644219,220.57875021290246,254.57875021290246,1666.5787502129024,2321.160000000001,40.57875021290247,198.75470664163612
29,465.73784945712333,234.00000000000006,182.00000000000006,192.00000000000006,1685.0,1583.2454191494257,6.205959499301871e-14,1175.4924303076978
30,448.7570399022124,218.4338524515016,212.2022769115724,224.2022769115724,1771.2022769115724,2666.550000000002,33.202276911572405,241.4500000000016
31,708.3992091367163,368.3992091367163,316.3992091367163,328.3992091367163,1310.003954316419,3074.6400000000003,138.39920913671634,95.36000000000054
32,347.8744564866493,308.5918883201604,99.75799023271037,270.5918883201604,2244.5918883201603,3347.500000000001,80.59188832016041,4.500000000000723
33,346.45359180067055,323.0177125344777,306.0177125344777,138.47555806141966,2195.0177125344776,3560.4700000000003,251.48771253447754,5.944648814545576e-13
34,455.8199644718525,229.00000000000006,62.61807650394334,251.4758482106901,2022.0,2295.316085311069,344.2300000000001,1069.8278038754174
35,623.7557519439722,592.7440602881591,582.7440602881591,584.7440602881591,913.8447135025285,3857.5,559.6673536890227,1.593138322365343e-13
36,341.64742152033386,271.00000000000006,204.00000000000006,208.00000000000006,550.3600746343245,1107.1422856461636,472.55000000000024,940.4152105084954
37,755.5098251332407,372.2980349733544,227.2980349733544,278.2980349733544,2003.2980349733543,3950.7500000000064,314.0480349733544,6.2667099047332426e-12
38,1151.9810969227674,705.9810969227673,436.3478027444863,479.9810969227673,881.7278095644449,3972.3100000000004,316.2910969227673,2.870616463582666e-13
39,953.1814778253625,594.1814778253625,162.93469780330716,129.29760513248365,2045.1814778253624,4055.100000000001,170.32326358812315,6.921723087724103e-13
40,1208.0036124143667,635.2611178649809,503.76662528238876,599.0036124143667,817.7358988099444,4315.19,551.4191332139526,1.843905752123218e-13
41,489.2188192301975,629.5402729575106,166.6200889397609,436.5402729575106,2051.5402729575108,4521.370000000001,747.9102729575105,4.755015347685699e-13
42,805.9135769122227,440.36104261193117,595.0295976904192,668.0295976904192,695.4908900820058,4281.574302677417,1076.7495976904195,1.703597824741378e-13
43,675.1985788470284,335.19857884702844,243.19857884702847,289.19857884702844,2104.1985788470283,4174.790000000048,527.7971057649552,4.861431352291484e-11
44,521.7587334214622,297.2482533157082,278.2482533157082,307.2482533157082,2366.248253315708,3965.6400000000017,194.88825331570806,1.6530773125225287e-12
45,560.0000000000001,217.00000000000014,210.00000000000014,223.00000000000014,2243.0,3259.0445367930633,238.2399999999999,432.1954632069371
46,568.085265135187,466.1260703608654,447.1260703608654,429.1260703608654,1197.968141435071,3438.5500000000006,330.1183823471464,2.3966203120780447e-13
47,406.1246332678679,271.1135621934323,275.1135621934323,225.1135621934323,2219.1135621934322,3319.3900000000017,33.1135621934323,110.30244423502778
48,585.3778738101242,39.41478168388505,189.37787381012419,206.37787381012419,2145.377873810124,3040.500000000004,14.377873810124195,139.80415073450197
49,569.0000000000001,233.00000000000017,3.5157058004893433,189.00000000000017,855.3632559010579,1081.650287593694,1.666332326697272e-13,768.2286741078541
50,565.0000000000001,8.056812328170617,37.06615628385739,85.84756703163181,1935.0000000000002,1861.5322480610955,1.6815784773508975e-13,769.4382875825647
51,568.0,68.33434369765092,65.95843620120813,189.00000000000006,1613.173377490467,1307.152423199784,5.284460191519432e-14,1197.3137341895429
52,571.0000000000007,227.29665698100843,171.00000000000065,190.00000000000065,1772.0000000000007,2690.526425637154,6.416736200483043e-13,240.7702313438578
53,575.0003570496061,237.00035704960612,171.00035704960612,191.00035704960612,1817.000357049606,2643.5810711488184,0.00035704960611038076,347.4210711488184
54,466.08384796972234,229.00000000000014,56.958178866058866,188.00000000000014,2075.0,2331.7704249040144,1.3475862372006224e-13,683.2716019317672
55,665.4247110683614,208.1081044193906,182.42471106836135,196.6213735889983,818.7554924415161,1939.8622561207287,12.424711068361347,143.89684753426067
56,656.0000000000009,217.00000000000085,197.00000000000085,276.00000000000085,2292.000000000001,3478.5245079636575,8.580762190934047e-13,159.4754920363476
57,296.2175271572397,42.64874479835151,17.89122219183388,332.0900994172127,2444.0,2264.67463067276,7.53964240972076e-14,868.1729628918777
58,345.2123750028323,220.00000000000009,227.00000000000009,452.00000000000006,2400.0,2907.8906409084175,7.92653386051905e-14,736.3217340944154
