,biomass,gas,hydro,other_fossil,solar,wind_onshore,demand,s_l,s_r
4747,27.759489158127334,9.983052439745677e-14,40.2500000000001,15.804078003946929,9.983052439745677e-14,49.920719610124166,1932.670056968475,449.1200000000002,583.6700569684748
4748,39.090000000000515,5.09224304123042e-13,17.527947947215168,29.872607798357716,5.09224304123042e-13,265.2400000000005,1344.425190216703,367.0300000000005,114.425190216703
4749,176.86943101920073,137.80943101920073,163.07943101920074,175.69943101920074,137.80943101920073,289.7102160272439,1113.0000000000005,476.49943101920064,4.2281640255946317e-13
4750,38.88000000000022,2.2157862230625298e-13,25.260000000000222,19.05361264608765,2.2157862230625298e-13,226.45000000000022,1315.968003211534,74.49188478423363,262.9680032115341
4751,55.271866881201845,16.231866881201846,41.40186688120185,25.437120138007245,16.231866881201846,220.81910155883418,1023.0000000000036,16.231866881201846,68.87000000000349
4752,24.304633674523835,17.690817470181127,19.44401088592829,28.902909408698207,17.690817470181127,270.1208174701811,696.120492989277,17.690817470181127,95.12000000000317
4753,39.12000000000013,1.325817597753819e-13,0.1830927731804396,38.20000000000014,1.325817597753819e-13,69.65014932760798,1184.9880504439066,1.325817597753819e-13,610.926291177279
4754,39.22000000000031,3.1465123237539395e-13,3.586534730407043,36.91951051949169,3.1465123237539395e-13,214.782437919969,1204.183091203456,3.1465123237539395e-13,278.2646672219664
4755,39.85000000000008,7.98089218802317e-14,25.16544050014704,39.65000000000008,1.3500000000000798,199.50000000000009,1901.0949128181082,7.98089218802317e-14,782.4049128181082
4756,71.47391570323896,31.48391570323895,31.557577228872617,71.47391570323896,38.88391570323895,81.10435456332723,1349.0000000000018,31.48391570323895,76.63000000000173
4757,42.356408788267224,2.306408788267225,4.590820516775162,7.657066145505187,17.396408788267223,78.49640878826722,6.653578874982319,123.6264087882671,2.5263556120048938e-11
4758,28.47422035103622,6.699927580282039e-13,47.78000000000067,38.690000000000666,27.640000000000672,12.536762510118413,438.57180812479305,225.31456667950408,86.9682353488496
4759,52.79247593521253,12.802475935212527,62.632475935212526,50.40247593521253,48.062475935212525,41.58247593521253,1627.0000000000045,324.30803075194115,4.551313992464762e-12
4760,40.3100000000002,1.9764089934089868e-13,146.3000000000002,37.2200000000002,41.4600000000002,60.4400000000002,1926.8179655960353,417.7300000000002,294.8179655960354
4761,131.2372314760998,111.34643627811501,290.47975023812575,114.46455278226655,154.66643627811501,139.71145694812932,1633.0000000000005,184.65011062204564,5.233044703533882e-13
4762,136.80349992765358,103.38276911524964,315.6427691152496,103.93148562181429,119.56652387888983,208.74995215719247,1652.0000000000005,283.87276911524975,5.636150817095984e-13
4763,86.49559717470564,46.145597174705635,158.88559717470562,82.54559717470563,93.49559717470564,147.98559717470565,1634.0000000000014,272.9955971747056,1.262700916875146e-12
4764,40.320000000000256,2.591939086396358e-13,148.50000000000026,36.44000000000025,37.988306367211884,70.07000000000025,1841.8050047474887,54.39252740199298,224.80500474748874
4765,40.06000000000005,4.900355947347072e-14,163.58000000000007,36.28000000000005,43.09000000000005,54.27000000000005,2762.0582743035543,269.90000000000015,1189.0582743035543
4766,75.52695994837144,35.64695994837144,149.01695994837144,44.46431795026676,67.83695994837143,81.64684829556977,1524.0000000000016,345.4469599483713,1.6345878567664252e-12
4767,39.850000000000065,6.735109190460957e-14,127.490116400756,37.33000000000006,24.610000000000067,58.01000000000006,1714.3580081895184,197.73268265068637,865.1394686337443
4768,70.87801864747267,31.418018647472675,157.10801864747268,48.9974199851999,31.983651961961495,100.14801864747268,1457.0000000000018,327.6880186474726,1.8546073358745994e-12
4769,110.55012969988411,71.12012969988412,239.70012969988414,109.39012969988411,77.96012969988412,128.6401296998841,1423.000000000001,347.12012969988405,8.192910798691725e-13
4770,9.89791201783685,2.374137042568254,164.62206309454533,13.99216808316123,2.590467165597973,65.20413704256825,1387.0000000000246,256.5097201970304,2.4542849386481333e-11
4771,36.208089373362135,3.1221379807095313e-13,111.56000000000031,39.72000000000031,3.1221379807095313e-13,66.48207400767365,559.1927058079751,374.9400000000003,186.62880443551404
4772,39.320000000000235,2.37326593386359e-13,25.200000000000237,39.290000000000234,2.37326593386359e-13,202.62000000000023,1498.5185785580945,410.92000000000013,245.51857855809445
4773,14.285886351174709,5.331906335358597e-13,25.070000000000533,38.600000000000534,5.331906335358597e-13,30.938492114989703,1235.2819044397663,332.6400000000005,109.28190443976632
4774,39.12000000000011,1.1224502214034595e-13,24.880000000000113,38.44000000000011,1.1224502214034595e-13,195.8500000000001,1581.1151175452621,278.81244983461147,519.1151175452621
4775,91.003421885287,51.843421885287,64.50656428342751,90.543421885287,51.843421885287,207.123421885287,1026.0000000000011,197.45342188528684,1.1239244197881026e-12
4776,40.779760018990125,38.43561350325732,63.39561350325732,43.35596855911122,38.43561350325732,160.89554679636103,1012.0000000000015,38.43561350325732,20.32927844175712
4777,27.547207319699165,5.968162044264685e-13,2.6249481887284323,38.790000000000596,5.968162044264685e-13,87.9000000000006,1099.6315445694527,5.968162044264685e-13,160.2515445694529
4778,3.8072856813036178,2.6450232839705615e-13,25.090000000000263,39.73000000000026,2.6450232839705615e-13,6.984187875514149,421.4036009579115,218.00000000000026,220.29328896789363
4779,43.30236752252608,3.692367522526084,124.94236752252608,12.431969105372024,4.3841391781494305,99.77190068480093,1159.0000000000157,3.692367522526084,0.6541006779481456
4780,39.75000000000019,1.894406256999392e-13,25.19000000000019,41.43000000000019,8.66000000000019,58.90000000000019,317.9483563394508,15.620000000000081,307.57968438377793
4781,158.24542835922242,118.62542835922241,233.2854283592224,128.6391938966054,137.21542835922241,139.1254283592224,1490.0000000000005,119.46542835922233,4.911939089974054e-13
4782,180.56391833057032,141.8539183305703,232.32391833057034,182.6339183305703,171.00391833057031,150.4739183305703,1568.0000000000005,215.0053134708346,4.1079017379145016e-13
4783,39.610000000000746,7.452075718781267e-13,90.45000000000074,40.73000000000074,33.930000000000746,7.60269850412539,1662.190413062202,22.65325333940357,78.19041306220191
4784,245.9136851229042,206.2036851229042,262.36593311328835,207.72430158266525,221.8208659667142,206.70905802720213,1590.0000000000002,322.9036851229042,2.825753954277236e-13
4785,51.02172875216435,10.96172875216435,47.09951205320056,34.64810905519717,50.99172875216435,19.595905303794915,1584.0000000000052,30.10578880928189,5.3155929306057275e-12
