,biomass,gas,hydro,oil,other_fossil,other_renewable,solar,waste,wind_onshore,demand,s_l,s_r
4031,42.700000000007975,1.0000000000079756,3.500000000007976,802.100000000008,66.10000000000797,4.282342517090753,0.23955978744475961,17.400000000007974,42.100000000007974,660.8161936118206,7.975692750445977e-12,318.6057086927787
4032,101.42358652717601,57.99032392686152,61.02358652717601,348.56939015674794,60.07518022616068,64.22358652717601,58.22358652717601,75.02358652717601,95.92358652717601,664.7000000000011,57.52358652717601,315.3000000000011
4033,48.39948619262154,5.099486192621543,7.599486192621543,790.5994861926215,28.70462426643452,10.799486192621544,4.7994861926215435,22.099486192621544,37.99948619262154,640.2000000000143,4.099486192621543,320.0000000000142
4034,44.300263536258086,1.000263536258089,3.500263536258089,764.8002635362581,66.10026353625808,6.700263536258089,0.7002635362580888,17.900263536258088,40.50026353625809,657.5013176812904,0.0002635362580888664,288.00131768129046
4035,44.22086314695125,0.8122316830250728,3.5208631469512515,820.9208631469512,65.92086314695126,6.720863146951252,0.7208631469512515,17.720863146951253,27.920863146951252,776.2000000027932,0.020863146951251573,212.30000000279318
4036,46.19967559686046,44.528667479809805,47.028667479809805,455.9230225138355,110.32866747980981,50.22866747980981,44.22866747980981,59.9286674798098,56.2286674798098,906.6000000000014,43.528667479809805,51.55203794917304
4037,43.700000000000735,2.700000000000731,3.500000000000731,1010.8000000000006,68.40000000000073,6.700000000000731,0.7000000000007307,17.20000000000073,9.40000000000073,1074.733756683771,7.307831749771282e-13,88.3662433162367
4038,43.700000000000124,2.692902734218652,3.038890037973459,1013.0000000000001,67.50000000000013,6.7000000000001245,0.4708867443146632,3.9861317129532834,11.400000000000125,612.7122580447999,1.2421788804620794e-13,539.776553184661
4039,44.48049822749404,3.88049822749404,4.425358079797018,999.680498227494,3.132715692455262,1.7191260017527814,1.8804982274940394,1.3980194698836423,8.101077362528136,1022.4000000000493,1.1804982274940394,47.478787743837955
4040,43.400000000000325,2.7000000000003253,3.500000000000325,974.5000000000003,43.536789365455384,5.500000000000325,0.3851689565879878,8.656940743674866,12.857869412297129,859.1941619680165,3.249656284048114e-13,235.84260651000085
4041,43.20000000000024,0.8879585594711773,0.3807791507923742,1010.7000000000003,27.854988089600337,5.297956996531994,0.7000000000002379,17.30000000000024,30.400000000000237,712.1728294436219,2.378785900186894e-13,424.54885335277555
4042,8.754985416401208,8.717443871682196,9.517443871682195,1020.6174438716822,65.28256445826605,12.517443871682195,6.069222254233996,12.288564641024875,42.317443871682194,1016.5000000000097,6.017443871682195,175.6000000000096
4043,48.125911236772644,8.025911236772647,8.825911236772646,1021.0259112367727,18.766798869068083,11.825911236772646,6.025911236772646,22.225911236772646,43.32591123677265,1006.3000000000109,5.3259112367726456,187.20000000001122
4044,45.90727987019627,5.20727987019627,6.007279870196269,559.0264384165183,62.43737629817875,9.00727987019627,3.2072798701962695,18.90727987019627,52.10727987019627,594.028804146216,2.5072798701962697,170.29324953005118
4045,42.700000000000884,2.700000000000884,3.5000000000008837,1015.0000000000009,63.60000000000088,6.500000000000884,0.7000000000008836,6.182411542444547,13.851342930497784,1026.4384354993697,8.836741032892699e-13,128.29531897357958
4046,49.45551957746328,8.329694616929036,6.823681569678942,1021.0555195774633,9.457986771166944,12.95551957746328,7.15551957746328,23.755519577463282,74.55551957746327,940.700000000009,6.45551957746328,279.30000000000877
4047,16.51061444647142,2.401017822282659,0.8518149869549954,1010.3000000000004,62.70000000000044,5.0908853509724725,0.5394884996331016,17.70000000000044,72.00000000000044,1047.2415944709192,4.4095190538257566e-13,140.85222663539756
4048,48.10030956579858,5.300309565798584,6.531668046537685,973.9003095657986,30.064361974860116,10.800309565798585,5.0003095657985845,21.500309565798585,59.40180301803934,883.8000000000135,4.300309565798584,281.10000000001367
4049,68.83066193097294,66.61060482991245,69.32627783001325,168.11029049140257,130.72627783001326,67.0525268471653,66.52627783001326,67.54860034064221,127.12627783001325,855.4000000000009,65.82627783001325,42.28407359016106
4050,7.544981491153922,1.0000000000001559,3.400000000000156,1013.7000000000002,3.3584486825480853,6.500000000000156,0.7000000000001559,18.100000000000158,49.20000000000016,377.3901469566051,1.5595828756547964e-13,726.1132832170981
4051,49.304073329253065,6.00407332925307,8.10407332925307,1018.2040733292531,73.20407332925308,8.28638722157502,5.70407332925307,7.076736442859946,35.608363030816754,832.3000000000116,5.00407332925307,384.2000000000119
4052,50.366951291673146,6.6232775807922,8.36638372497467,1010.4669512916731,75.76695129167314,11.370261330716595,6.197177165571219,7.907099936026914,21.467995095245637,770.2000000000098,5.966951291673148,434.3000000000098
4053,37.6692554288606,0.905022046830609,0.643388941503217,1007.7000000000012,68.0000000000011,6.500000000001094,0.7000000000010939,18.000000000001094,3.4675375117946885,587.2183495751177,1.0938901605690923e-12,556.366854353878
4054,58.021019529402906,34.843439306207785,37.04343930620779,553.7069402279245,102.24343930620779,38.05970418662165,33.9831048904759,38.76736561683039,53.78810832391693,672.7000000000018,33.843439306207785,311.6000000000017
4055,43.30000000000038,1.0000000000003857,3.200000000000386,627.8000000000003,70.10000000000038,6.5000000000003855,0.3532862551853774,18.10000000000039,88.50000000000038,499.87963126546185,3.8569324258560334e-13,358.9736549897269
4056,44.18347512608274,0.24872386665143897,3.283475126082736,593.7834751260827,46.58347512608274,6.583475126082736,0.7834751260827358,18.283475126082735,107.18347512608273,635.900000000698,0.08347512608273588,185.10000000069815
4057,44.400000000001036,1.0000000000010358,3.2000000000010362,549.100000000001,45.60000000000104,6.500000000001036,0.7000000000010358,3.922406953632525,113.30000000000103,659.1492983033323,1.0358900398714969e-12,108.57310865030948
4058,73.54583313950597,30.145833139505978,32.34583313950598,175.2795205408194,74.94583313950598,35.64583313950598,29.845833139505977,47.44583313950598,137.64583313950598,598.2000000000021,29.145833139505978,67.79201879637111
4059,45.423000497683084,2.323000497683083,4.823000497683083,869.5230004976831,48.62300049768308,7.823000497683083,1.4908772016617078,5.925118816961621,111.12300049768308,629.400000000044,1.3230004976830831,469.00000000004417
4060,18.189445718232708,1.0000000000004488,3.500000000000449,1009.4000000000004,15.348195954932253,6.5000000000004485,0.7000000000004488,17.200000000000447,122.90000000000046,812.5270845360899,4.488130352033392e-13,382.2105571370786
