,biomass,gas,hydro,lignite,nuclear,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,11.390000000004195,30.410000000004196,89.2300000000042,238.2900000000042,684.8722805015427,10.530000000004193,0.08000000000419405,0.700000000004194,696.740955536468,145.94019230769652,13.893052803925386
1,24.67313834857822,52.643805526113574,88.30380552611356,248.42380552611357,720.1138055261135,31.473008605628237,23.80380552611357,24.333805526113572,1058.0000000000025,26.989822490866715,2.4561020700533856e-12
2,11.400000000000052,31.200000000000053,177.36000000000007,84.56940278628807,696.4,10.420000000000051,0.08000000000005182,0.0038389521308713143,1684.3675078325005,5.1814262912827997e-14,1180.2981957173981
3,6.362753907694131,35.48000000000031,141.3200000000003,233.06000000000031,696.4500000000004,10.530000000000312,0.08000000000031243,0.30766322135553653,1196.4998149770686,3.1242973549016716e-13,358.6392380539917
4,11.420000000000151,32.20000000000015,143.14000000000013,235.81000000000014,696.3100000000001,10.79000000000015,0.08000000000015149,0.5600000000001516,1407.6190317182309,1.5149559188985295e-13,660.2605701797693
5,11.4300000000001,37.6800000000001,145.3100000000001,234.6500000000001,696.2100000000002,9.270000000000099,0.04332411875563119,0.24000000000009938,1397.1268718133992,9.939013740616632e-14,788.8932556218206
6,146.3676489458493,169.44764894584932,142.6808212379606,292.9988660448031,427.75266515560224,140.36296260004949,135.02764894584934,135.3676489458493,1092.0000000000005,134.94764894584932,55.91538461538537
7,1.3913827152288492,23.5044777622671,182.9400000000001,169.61078973438939,696.1900000000002,10.450000000000122,1.473275939630758,0.14226444931449964,1611.7963188668487,1.2324141609627373e-13,492.2507419437714
8,50.883864983974746,75.75386498397475,282.49386498397473,82.89957102005754,735.8638649839747,48.21789243694834,44.853864983974745,40.05700474689128,1224.0000000000014,50.95732652243603,1.4749971397981828e-12
9,51.20649987145327,79.81649987145326,199.38161069613005,276.55649987145324,497.69703861645365,48.42649987145327,47.23649987145326,40.15649987145326,1300.0000000000014,106.36765371760701,1.4630481727070861e-12
10,14.323792271659636,43.77379227165964,255.83379227165963,180.72091823530775,625.5011691221848,11.333792271659636,11.503792271659638,3.903792271659637,942.2620790379165,8.937061502429016,1.7270798901982895e-11
11,18.060431976921937,45.35043197692194,26.79970270515748,248.28043197692193,703.3004319769219,15.850431976921936,12.750431976921936,6.810344618672716,1399.0000000000086,6.680431976921936,78.26711538462413
12,7.26644590140391,41.210000000000214,495.0800000000002,42.7889220372599,683.4478160318698,9.645078728285869,2.2321458386863107,0.3200000000002097,1653.922982381586,2.096555216950467e-13,285.53625161235544
