,biomass,gas,hard_coal,hydro,lignite,other_fossil,wind_onshore,demand,s_l,s_r
0,0.0,454.48000223585206,6010.928435670891,299.3300014681099,2585.6300209565647,248.1200011872718,3828.7000515858035,13654.08161908684,249.900087636442,0.0
1,0.0,454.79000199909365,5860.320018515729,289.9500013198493,2416.3500093540133,250.4000011266766,3982.800014181906,13163.77789642098,158.72840071535094,0.0
2,0.0,454.3100014293911,5781.560003947061,123.72958018594231,2329.7100032352078,250.82000092168187,4083.110003730864,12264.070715052914,147.68240058820584,0.0
3,0.0,454.7700024795345,3670.02933749533,109.01101873668252,2356.530081617285,253.93000128449648,6265.71194682803,12546.938810263038,66.29880030994508,0.0
4,0.0,453.80000109749903,1725.271283678468,290.1100008567915,2286.7600019162423,192.96302513402716,4218.4800020948705,7951.807422142439,0.0,152.2449010016041
5,0.0,453.54000249496124,1070.576407526789,290.1100015232231,588.3881477169267,254.73000129531226,7068.553005303612,9514.444813201493,0.0,392.994301572318
6,0.0,326.25295255532245,5782.750018086666,289.73000131750985,2162.5800084562457,252.7200011359044,4236.390014687867,12632.207816882692,0.0,368.9329017529126
7,0.0,179.5191163017897,5865.010001131262,305.51735801814795,2185.570001056625,253.2800005855546,718.1876680947252,6959.418065652605,0.0,1877.4192194210789
8,0.0,453.4900019928652,6210.0500191962,318.8437819378529,2633.8000100352087,254.1900011431687,4093.780014443441,13093.613831469977,0.0,608.8529029469439
9,0.0,454.2500017130795,6139.835005227616,336.0800013533203,1172.0402183048143,254.72000104630672,1780.412586287942,9186.296816714495,0.0,162.10886426001252
10,0.0,47.131110524252385,6104.820005552928,445.84000159689276,2654.090004416785,97.13324372905224,3994.200005052393,12867.109402421149,202.88670081638622,0.0
11,0.0,326.53551320422474,9872.230331545683,297.4832621914975,2878.980054116986,135.64071658605627,603.0070340953142,14570.40821388157,310.4782015409542,0.0
12,0.0,143.59316921239795,8386.540022895058,240.54527044708828,1002.3322936843681,255.42000123874632,3838.2501069312148,15060.204116449959,135.6596749841766,0.0
