,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,demand,s_l,s_r
0,218.4000009494371,301.10033036974204,270.2000011408174,727.2000027674292,152.40000067958414,0.0,1602.600005134858,4132.54755342024,0.0,84.08720555510779
1,221.200001207257,232.44752038040295,138.10746551343868,665.80000565087,117.62716677188152,0.0,1710.5579574372587,4254.000004884327,0.0,356.45011602400336
2,216.3000009321632,25.99832806898755,182.07336029484176,900.1000031949374,82.54658123572554,0.0,1080.8439420183672,3563.9384045297697,0.0,402.96381511260967
3,185.95142539083866,381.30000240810006,270.4000015014211,511.60000358253467,57.93838076537473,0.0,1920.9101767294528,3905.0000048337533,0.0,922.1500025833845
4,212.30000139523756,380.3000038231648,270.40000195755425,58.91227607525068,33.147522565225024,0.0,946.3586984088852,2824.6105812269193,0.0,1000.6500019091454
5,106.59388982305006,184.51492397255984,203.54397138226147,104.9425737325874,153.30000078592266,0.0,3649.2789209584535,3832.000005297028,0.0,1297.954681814632
6,214.70000107450903,185.51270520167114,270.3000013577406,229.80000113958317,154.20000076031315,0.0,3064.3872941929308,3724.0000071746363,0.0,1804.42000495618
7,193.94845398046186,380.0000015730551,270.5000011309192,228.20000096846576,126.3201815163045,0.10000000046441487,3116.200007296154,4203.670934685289,0.0,1416.8377137515226
8,212.90000087728168,102.88865307846517,250.76716724275212,261.7000010402657,155.2000006636056,41.400000187964324,3057.70000524285,4368.303034268074,0.0,833.5627966044681
9,76.79561801266117,377.8000020043466,270.4000013432983,331.3000016893479,156.7000007685297,146.7000007170857,3258.604372224285,4402.00000818116,0.0,1332.8900042351704
10,214.00000105776257,376.500001983759,270.30000133700344,330.4000016751579,155.90000076251988,108.61528321820792,3495.8383796285893,4824.000008715246,0.0,1213.1463055301015
11,217.40000107904044,374.1000019801416,110.02922342311555,330.40000168294506,148.9000007280019,51.833828950764136,3703.7369364591573,5026.000008642414,0.0,1427.9800044478104
12,105.6026541745516,70.09828353983677,270.2000013462296,184.85199967585493,151.90000074493977,255.90000130551957,3897.747031736361,4843.000008333606,0.0,1616.220004766763
13,63.11527213197845,371.30000203585246,270.5000013766559,260.7000013256656,148.50000073564965,223.10000114393864,4592.74882819302,4610.000007259614,0.0,1686.0700045511433
14,221.8000016139457,371.00000449395776,209.71682363470467,265.50000212806344,154.4000009663901,202.20000141887257,2769.5483858221155,4555.000002455693,0.0,432.60711547688334
15,218.7000006603063,370.9000009061041,270.20000074676096,185.62109390559593,35.06593644354268,61.62789624921725,3015.2000016854204,1585.752296850612,0.0,4023.302635308559
16,215.9000010811282,373.20000200934703,174.23619585097333,336.8000017458442,122.55245054785279,7.1434658199315635,3003.8678836128515,5063.00000805646,0.0,698.9100025498328
17,215.40000075038802,374.10000110911176,232.4710346868135,444.0000012192819,35.95629433900098,1.4000000064883475,2677.5000024662554,4794.315855662857,0.0,520.3700107065441
18,218.50000115378194,14.922046909524674,270.2000014482695,682.9000051303423,151.00000077011637,0.0,4245.754633187696,5750.000006050641,0.0,295.30000115865045
19,215.6118747583229,378.6000001015506,270.1000000990594,756.0000001045158,152.80000009358062,0.0,2616.600000106837,79.68550111539078,0.0,6079.926374254692
20,217.60000100281007,379.100001758209,270.3000012246707,629.3000028671946,152.70000070972517,0.0,2589.200012041842,5661.000025301844,0.0,221.36000101800474
21,214.90000113107192,379.3000022581879,270.00000144544623,664.400004886465,150.00000076408432,0.0,3965.3996573979475,5459.000006004736,0.0,295.76000116118746
22,120.11403548056957,139.36571821974675,270.40000113489737,519.4000020501876,92.07088094169355,0.0,2729.6000069641045,4309.738047805656,0.0,850.1768903196252
23,214.10000088224282,386.40000147505646,268.9821188904155,388.0199365605104,152.70000065404403,0.0,2606.1827163713783,11781.60389053209,0.0,317.75470776601804
24,212.90000076316952,358.24590662875073,269.9000009018448,77.2744449881085,107.80624887160992,0.0,938.9431453705513,10.486484201207555,0.0,3471.7532653413527
25,210.70000111865502,89.83689125491004,270.10000146803526,234.60000124695625,25.490218175545156,0.0,2446.77087549597,4109.000005266622,0.0,1318.0500033100743
26,207.600001037109,387.50000210384286,270.3000013596837,197.70000096883982,77.66319527114068,0.0,2786.6368056430574,4014.000007339738,0.0,1331.390004072071
27,208.7000006061501,385.90000085567425,15.5849065128949,170.70000052644681,148.00000048455075,0.0,2553.700001440643,188.3027195116637,0.0,4843.4321922136105
28,205.2000008910391,386.7000016069471,340.3000014024532,162.5000007045051,149.40000066449923,0.0,2394.9000064667566,4897.29159859243,0.0,190.48841735420334
29,59.03696172231139,388.60000032042774,444.8000003266209,2.8079608244517837,148.1000002488225,0.0,2259.8000003757475,32.38207749550416,0.0,3785.70446947364
30,202.3000009313931,399.6000018503139,846.2000038341885,496.40000225497937,149.7000006953141,0.0,2414.000011097428,4886.0000224059895,236.33000112028617,0.0
31,19.438931700822188,582.4000040893872,137.2244806480948,1547.0000630617753,150.80000076830456,0.20000000092896786,3877.1190321524105,5555.000006044773,455.8600029726231,0.0
32,202.90000104586096,736.3000055939324,1256.5000163488899,648.2048516558284,148.70000074988408,42.2000002005003,3894.595131005013,6191.000006682444,562.8000038427641,0.0
33,204.10000102120955,860.5000060322986,1081.7000084048586,577.945027970346,148.20000073109932,145.40000071661711,3387.361971223175,6516.000008435728,303.60000163991873,0.0
34,201.6000010366037,910.8000080544763,1080.7000109385745,312.81789012995483,87.6379281588903,207.70000108282255,4301.811944516984,6747.000006890239,211.730001131616,0.0
