,biomass,gas,hard_coal,hydro,lignite,nuclear,solar,wind_onshore,BG -> RO,HU -> RO,RS -> RO,demand,RO -> BG,RO -> HU,RO -> RS,mismatch
0,25.00344649735442,1115.1536689681034,112.01543645287423,1026.1414030478886,1464.201767915169,1394.1921205618114,1.965786601202576e-05,606.0835189487145,0.03756651394363193,267.7219741136001,5.918994059911581e-10,5332.000000267656,653.0000000000917,2.6080805582954053e-10,25.55092240990891,-1.7053025658242404e-12
1,25.180206214715113,1123.0371969526855,112.80732382385968,895.4081328179494,1285.1977249424756,1404.0482982517628,0.0007208350582113164,495.5464582096051,0.041955738835467896,332.63683132041837,39.10000000071079,5162.00000000483,551.0000000000822,1.9995586797428204e-10,0.004849102964276259,-1.5916157281026244e-12
2,25.170445193434215,1123.6086731969776,113.7704122548813,795.3860679455742,1283.6927045926054,1403.5040236874463,0.0006817919256628801,378.5634956324609,0.046945890129953614,353.5177407789937,88.7388090797339,5071.000000005103,495.00000000007344,1.885834947425071e-10,3.879735929444549e-08,6.821210263296962e-13
3,25.05132658709426,1118.291217898506,114.23404915739164,785.6096011095158,1290.6443446687629,1396.8619693062503,0.00020537771087747036,303.62207799090703,0.04906820264870715,322.7945204199511,142.8416192989735,5013.000000016725,487.00000000007026,1.9429438154511324e-10,7.237514310537959e-10,-1.4779288903810084e-12
4,25.210589078387333,1125.4006962705746,112.94343905598905,737.1576245298968,1269.6052657742568,1405.742446774237,0.0008423643240819027,263.19854993739864,0.051775351803406214,357.79761677082314,149.8911540972996,4987.00000000412,460.0000000000666,1.8971075944198627e-10,6.150407119594052e-10,-1.8758328224066645e-12
5,25.18298264257224,1125.1756642498867,111.81244291546814,790.745654823389,1235.9807878550541,1403.1957925683068,0.000731940524976966,188.3687101335492,0.04895234445518166,387.9875629180577,158.5007176143809,4964.000000004749,463.00000000007043,2.0055731060918377e-10,6.246683996111498e-10,-6.821210263296962e-13
6,25.219187211345723,1125.7845169338923,111.97319120401137,739.4265689193975,1223.634963297878,1405.21311118981,22.192884746501424,111.97319120401137,0.04113555824728782,396.5906828857916,127.95056685401383,4887.000000003956,403.00000000008384,2.0404673041719976e-10,6.567780841252461e-10,-6.252776074688882e-13
7,25.112139029405895,1113.9744869657557,113.50686838154175,710.1712915130012,1231.4992975826146,1399.24838624087,129.57863735475323,44.19736468483142,0.033817325755212214,353.5837351982226,132.09397573219468,4891.000000007828,362.000000000102,2.1146559319053436e-10,8.04850517881121e-10,-5.115907697472721e-13
8,25.00000000314739,1105.0000000030366,116.00000000307321,782.0000000030406,1253.0000000030366,1392.0000000030366,272.0000000030488,1.0000000038381787,0.03233411331433493,234.55916779817525,113.40646003268873,4902.997961965934,391.00000000010664,3.5173171152514853e-10,3.0426784856612753e-09,5.115907697472721e-13
9,25.00000000213666,1108.0000000020916,115.00000000210261,913.0000000020913,1277.0000000020916,1392.0000000020918,351.0000000020933,3.2365971729889516e-09,0.033578944416470094,180.75646510044555,71.74874041147159,4911.538784469774,522.0000000001027,4.5180340857301555e-10,3.940320289140811e-09,9.094947017729282e-13
10,25.000000001485144,1107.0000000014672,113.00000000146947,1167.0000000014672,1284.0000000014675,1392.0000000014675,383.0000000014678,2.0650550964432276e-09,0.03394016200176347,126.7325918322633,0.0023491432728037446,4980.178881147783,529.0000000001016,5.426525770090645e-10,88.59000000146823,4.547473508864641e-13
11,25.000000001183242,1109.0000000011744,113.00000000117531,1401.0000000011746,1286.0000000011746,1392.0000000011746,345.0000000011748,1.5612819137418494e-09,0.0352366444695334,86.86392490165422,0.0024633572422065567,5082.761624910951,507.0000000000979,7.109125633273181e-10,168.14000000139887,9.094947017729282e-13
12,26.000000001058808,1111.0000000010534,112.00000000105385,1531.0000000010534,1290.0000000010534,1392.0000000010534,240.00000000105334,1.3647568196736004e-09,0.036208401502661886,89.35342428049304,0.0014387838267961096,5123.1710714712835,486.0000000000952,7.863068693814892e-10,182.22000000240192,1.1368683772161603e-13
13,27.000000000996053,1118.000000000992,116.00000000099242,1574.000000000992,1406.000000000992,1393.000000000992,114.00000000099242,37.00000000099457,0.026442640814004846,92.89683833444056,0.0014287200751682606,5209.7747096990915,504.0000000001304,1.6312552756574131e-09,164.1500000024206,2.2737367544323206e-13
14,32.00000000096465,1149.000000000962,116.0000000009623,1658.000000000962,1595.000000000962,1394.000000000962,17.000000000968225,218.00000000096182,0.022172879234594656,122.8417572666048,0.00024960705005658865,5459.674179743553,694.0000000001555,1.7084055241574654e-09,148.19000001517773,1.0231815394945443e-12
15,33.00000000071058,1179.00000000071,123.00000000071017,2347.0000000007103,1622.0000000007103,1395.00000000071,8.536383906357508e-10,378.00000000071003,0.01629924161799391,82.55000000102254,6.18269244810153e-10,6233.357418481051,714.0000000002116,0.0033687012804156447,212.20551206654042,1.3642420526593924e-12
16,33.0000000005539,1175.0000000005539,127.00000000055375,2613.000000000554,1597.0000000005539,1394.0000000005539,6.417776396113042e-10,541.0000000005539,0.012812069014216445,35.75000000040442,5.625653341915646e-10,6520.853922338915,740.0000000002691,0.008518663590027824,254.90037107172546,4.547473508864641e-13
17,33.00000000053532,1168.0000000005352,122.00000000053518,2463.0000000005352,1592.0000000005355,1395.0000000005355,6.173454440999382e-10,750.0000000005354,0.012985786491969551,37.25000000041276,6.011746597419246e-10,6512.811956657433,783.0000000002655,0.008346131782787966,264.4426830023888,1.5916157281026244e-12
