,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,CZ -> SK,HU -> SK,PL -> SK,demand,SK -> CZ,SK -> HU,SK -> PL,mismatch
2436,60.70000000099059,147.10000000099063,49.700000000990556,603.3900000009903,194.1000000009907,1847.7000000009903,404.20000000099026,36.40000000099288,307.8000000009901,733.6940307791607,2.1161581888260465e-10,200.90000000047752,3669.810244755173,5.208889662197325e-10,913.2035389424811,2.6702470905906863,4.547473508864641e-13
2437,62.500000001423196,148.80000000142041,63.7000000014227,546.0700000014192,194.60000000142,1844.4000000014187,404.2000000014191,35.300000001430455,280.4000000014186,693.069231374782,1.8604042674132442e-10,142.4000000006065,3577.014391844611,2.0151507453012645e-09,836.5574317334818,1.8674078082585015,7.958078640513122e-13
2438,63.200000001153576,151.60000000115292,65.70000000115334,555.7800000011524,193.8000000011529,1842.100000001152,413.1000000011524,36.10000000115756,231.0000000011529,632.4500000009809,1.7672324275248644e-10,208.30000000051658,3574.297340192864,1.114706702889782,815.1507090530495,2.5672440632511098,-5.684341886080801e-13
2439,62.700000000646874,143.50000000064708,63.600000000646936,559.080000000647,192.80000000064712,1837.500000000647,417.700000000647,36.300000000647316,162.60000000064707,723.1300000002444,1.5420959289087326e-10,266.3000000003483,3605.02789370188,5.742415166093137,849.4951853247364,4.944505813860681,-2.2737367544323206e-13
2440,62.40000000074974,141.30000000075003,63.20000000074981,602.9200000007498,192.20000000075004,1836.5000000007499,422.5000000007498,37.10000000075049,82.80000000074982,869.4300000007356,2.333971360599784e-10,265.4000000004979,3601.288590353424,1.2331582343823748,972.2307145734788,0.9975368469309368,3.410605131648481e-13
2441,61.80000000054021,146.00000000054035,64.60000000054025,614.7050000005405,193.10000000054038,1836.8000000005404,428.70000000054034,37.3000000005405,23.00000000054052,1105.3300000004606,1.741244906532125e-10,375.3000000003023,3807.7847931906335,1.0269069972207132,1077.8119032577592,0.011396560186779972,6.821210263296962e-13
2442,61.80000000462091,145.1000000045657,63.600000004607566,813.9400000044894,192.20000000455127,1837.5000000044845,428.0000000045129,37.40000000470676,1.8000000060973023,854.6000000007971,1.6419708672874405e-10,334.8000000005596,3723.090755949871,0.6170215833948006,1046.7921347233405,0.24008778755181687,-4.547473508864641e-13
2443,61.83880998988137,149.9700650896394,65.1847957132969,637.944130018563,194.2433503480945,1847.7717680592557,430.68070912568066,38.04316757990783,0.6016578719094521,622.7508974918311,1.6823249946355075e-10,426.80000000046226,3464.280000008666,1.4179744590309586e-09,1010.8003129325161,0.7490383460910492,-7.958078640513122e-13
2444,61.50000000039296,155.5000000003931,65.80000000039298,626.7500000003932,195.40000000039313,1840.800000000393,430.90000000039316,37.70000000039314,0.600000000407699,661.480000000275,1.5445427962027453e-10,471.900000000258,3529.857495997271,4.1688664576755246,1013.356849822083,0.9467877272102397,1.1368683772161603e-13
2445,61.80000000066299,147.50000000066322,59.80000000066303,576.0800000006632,194.80000000066326,1845.6000000006632,430.5000000006631,37.70000000066348,0.6000000007195354,272.5284501071104,1.555300785374987e-10,357.90000000035985,3242.6945596700184,2.0040520738441315e-09,740.4809352405493,1.6329552010786155,0.0
