,biomass,gas,hard_coal,hydro,nuclear,other_fossil,solar,wind_onshore,BE -> FR,CH -> FR,DE -> FR,ES -> FR,GB -> FR,IT -> FR,demand,FR -> BE,FR -> CH,FR -> DE,FR -> ES,FR -> GB,FR -> IT,mismatch
2421,580.4254291869858,1251.3484082893497,818.937561857604,9610.59101523135,43082.46577931963,406.9031270315667,0.003227530407562298,3092.9123621794433,233.5200785470585,291.29000000066634,1964.0000000004259,15.297817137039319,1.2988588853249665e-10,4.889623752482959e-10,56320.00000000107,8.429486211307604e-10,24.467557980817904,0.16189284990904435,1634.9500000004025,1905.4922988231087,1462.6230566560005,1.8189894035458565e-12
2422,576.0000000023371,940.0000000023358,990.0000000023374,8505.000000002337,41716.000000002336,395.00000000233723,3.726154453699559e-09,3077.000000002336,8.438283290301316,2.796090424289372e-10,1559.0000000004163,8.26084931714212,1.0751946610834473e-10,3.7335654033718274e-10,52430.818106673585,420.52000000052556,259.32716911281193,6.20088579395992,1225.310000000726,1935.1013877015564,1497.4215833455416,-4.547473508864641e-12
2423,581.0000000026226,938.0000000026206,1026.0000000026243,7788.000000002621,41877.00000000262,394.0000000026235,4.3246010618545306e-09,2914.0000000026207,4.930104625991199,2.5879748576036245e-10,1174.0000000005791,27.446510486107304,1.43790314449288e-10,6.205773529334607e-10,50891.27082131529,676.9000000005767,503.21660441727306,11.944923221026594,1262.3500000003767,1822.3729627513223,1556.3213034305172,1.8189894035458565e-12
2424,581.000000001711,927.0000000017101,995.0000000017106,8085.000000001711,41475.00000000171,397.0000000017107,2.50643787592892e-09,2802.0000000017108,2.9771184140686766,3.3563186981603944e-10,593.0000000006354,27.793794551912708,2.2306303099457375e-10,1.245944797535062e-09,48976.93717664703,1231.5600000003353,1015.0800658980769,25.791392114671126,1201.5100000003351,1711.1558265536455,1723.7364517688104,-9.094947017729282e-13
2425,583.0000000010119,998.0000000010117,1031.0000000010118,7601.000000001012,41336.00000000101,395.0000000010118,1.2988861469096696e-09,2754.0000000010123,0.009972563199184922,1.8858854485396199e-10,329.0000000004976,37.89623350543829,2.4318757202171213e-10,6.084262265763244e-10,47937.386869284084,1243.1800000003457,1146.1889616099963,46.21673240190777,1257.1200000002873,1691.5860339769508,1743.2276088049837,1.8189894035458565e-12
2426,584.0000000006078,1490.0000000006078,911.0000000006077,7291.000000000608,41001.00000000061,395.00000000060766,7.135195411154736e-10,2637.000000000608,0.7238385062968085,1.6383407984589896e-10,1099.000000000269,44.57882652723743,1.7629682768231938e-10,4.615402775483608e-10,49216.67554140232,1014.2900000003382,596.0141430969768,63.73827368188748,1191.2100000003734,1764.4802901055846,1606.8944167520917,1.0913936421275139e-11
2427,584.0000000008245,1465.0000000008245,988.0000000008243,7574.000000000825,41597.00000000082,392.00000000082434,1.016116590626729e-09,2180.000000000825,1.322207510257303,2.554346908623931e-10,1348.0000000002628,193.1683043375557,1.3343674277247518e-10,7.063115317503913e-10,52078.742226472634,69.70000000109697,448.03200274549124,41.2064617383815,4.578397642320561e-10,1854.196637397687,1830.6131835002102,-3.637978807091713e-12
2428,587.1764115833045,2264.373344645165,1257.6729913362722,8605.920571387194,42402.140275569844,393.4774867571637,0.0009480674757885157,1833.5976524666173,263.23000000228853,419.2100000000993,1391.0000000003179,687.666943403224,2.000672991284768e-10,7.74316973590407e-10,56291.00000000364,11.70680178860346,185.55960345492412,30.174249879625293,4.4871093762043365e-10,1755.2721320874855,1831.7538380052174,3.637978807091713e-12
2429,585.7566669296307,3046.866890155308,1274.5665733602407,10168.176763186155,42599.19056534725,392.86312376343085,186.5249728599577,1617.117445842498,465.27000000110127,986.5300000000998,1287.000000000375,1181.8397755754363,5.505946893815628e-10,5.816211372798124e-10,60228.00000000327,17.944920167581866,117.49638563916885,11.085562522175287,2.1579400573082582e-06,1609.4987988306332,1807.677107701847,6.366462912410498e-12
2430,601.8090447125072,3298.3649305616404,957.6677463725679,11611.845927181785,43970.490633335976,438.0610942618911,501.31586495801326,1470.0190132707462,6.078619487089861,572.7300000001071,663.0000000008515,1427.1841272477886,1.9381176411442912e-09,8.403723380205387e-10,61750.0000000009,255.9400000003999,75.20869984093677,3.819211847150592,1.795866189136227e-09,1392.7740978856182,2040.8249918169356,-4.547473508864641e-12
2431,588.621844018232,3481.353027335639,942.9223609175096,12252.859237486444,43172.93217993029,1205.8929879741522,1135.5352319548376,1201.0130905410679,0.1725764650019637,439.4900000001337,536.0000000004277,1493.93432367179,3.4967614084783836e-10,5.393561966580316e-10,62096.00000000195,427.260000000386,101.34388408311384,12.497462044069223,1.5296026726171522e-09,1666.4393850008248,2147.186129164527,3.183231456205249e-11
2432,584.3137143476796,3375.195052833915,946.4184783150156,11832.493145935092,42452.79586841078,1175.8912653134046,1813.7717555083882,1144.505780101372,0.008373276448238914,431.35000000010945,448.00000000040717,1420.9921664886167,2.0969866188498087e-10,3.9005192144613814e-10,61661.000000008135,290.9000000004116,123.09664022279566,11.73956415725075,2.4571154069936537e-09,1554.8011053203272,1984.198290820447,5.002220859751105e-12
2433,587.2807676849045,3353.4025281849767,1242.8712657857157,11295.712196479753,42702.55247760616,392.556474698852,2476.8778808848388,1297.9465188355034,253.26623932298054,546.2900000001126,545.00000000041,1084.2349343502974,2.310791256944985e-10,3.242138623457013e-10,62124.00000000359,5.82163640008597e-10,94.00058574514567,5.926868709079701,1.2769367084292005e-09,1738.997079525161,1815.0667498502346,-1.000444171950221e-11
2434,603.4643618064066,3458.353958616057,1300.3218791045074,10725.346523886621,43590.49045287956,391.7303613874301,2994.9438031155273,1545.4002934054795,20.298810538597436,188.7300000002042,269.00000000153295,293.7827975826223,3.095431877590454e-10,4.62197886017607e-10,61888.00000000109,2.528328479526859e-10,77.90228074145858,3.1418716249142458,5.404182238357635e-10,1682.9175187224027,1729.9015712346604,1.3642420526593924e-12
2435,602.0637015009081,3443.9682579061737,1401.8914918369846,10328.771786522204,43404.343525495795,387.7236061374882,3208.816356702624,1728.2953813763115,160.29481079337242,1.5778238029043004e-10,99.00000000789227,25.60749864697668,3.0588134889720384e-10,8.839510901874277e-10,59944.00000000119,3.4111536095998215e-10,288.76189796552455,1.008202724989791,837.3900000004959,1687.0664794647412,2032.549836770793,-8.185452315956354e-12
