,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_onshore,AT -> CZ,DE -> CZ,PL -> CZ,SK -> CZ,demand,CZ -> AT,CZ -> DE,CZ -> PL,CZ -> SK,mismatch
8556,252.16000002595683,264.740000024492,256.020000025079,99.9300000256867,4761.140000023488,3473.0300000235466,356.0700000253251,278.7400000256643,172.67000002707715,116.58000002767058,0.00023180903710516223,205.09000000069523,9.172467858785613e-10,0.008650856093052458,7510.878840408445,1243.200000015023,0.004956157211138854,50.34508633964966,1431.7500000003984,1.3642420526593924e-12
8557,245.8257552361812,266.12824964685785,258.10190726216194,67.33636777129169,4799.2452383814325,3480.1200247321303,360.7335752746732,279.26097803264724,90.01750171444792,110.7252848628383,1.7936357404578528e-09,272.2200000006827,1.1444140800255716e-09,0.009137668087293292,7478.000000014463,1274.1520666526142,0.005046297444990431,77.88690762147104,1399.6800000003773,9.094947017729282e-13
8558,255.0353849163291,271.27999151354163,259.6674198395547,680.8091725036303,4860.805924453733,3501.317406818093,365.05207974781473,281.7919386484158,16.8892762007061,102.60768360420069,5.684406825098354e-10,15.330000000665066,1.369562881399841e-09,0.010545367624500354,7545.000000004467,1417.9204857058194,0.005179593758614069,159.9411583118717,1487.730000000327,0.0
8559,251.3469034737457,276.16318938895387,261.9784494052839,744.0421689776184,4952.897729073206,3521.471249621042,365.6564321336614,280.40715481146293,2.347838025126145,100.08199928708329,3.040020212940092e-10,20.50000000077929,2.3586373971801364e-09,0.007550043516044924,7719.000000002525,1476.2210240576346,0.004419351832090141,17.27522083169586,1564.4000000004567,-3.637978807091713e-12
8560,249.76105172655315,284.7599196601963,261.2781758572436,758.4446994810244,4948.319509237048,3526.786086563235,356.6189538836668,283.376413906543,0.0015409980448523632,79.32192609747977,3.068544656323295e-10,7.776107212206432e-10,307.8100000019839,0.015822354406182567,7507.0000000022455,1661.9897618929335,224.8726013749504,0.0017364981597402026,1662.630000000218,9.094947017729282e-13
8561,250.2230092081655,281.29966929340856,262.61469252332415,784.7377461417968,4903.997826491363,3518.3171640203045,358.452216171404,284.17805699898736,0.0013121611415104523,78.92773264292452,3.751728060164044e-10,6.922562879668269e-10,662.0900000014207,0.015826467540840883,7308.000000002638,1765.7901544620718,719.2626731011957,0.002424556727226429,1591.8000000002178,-2.7284841053187847e-12
8562,248.9653474964884,278.4586702159302,265.5611779433058,776.4428859265482,4875.734273908514,3518.014286677288,359.1788662946067,285.35460357958294,0.0012991661964349426,68.04057905844479,3.890921273946972e-10,7.706367648163482e-10,522.6400000017081,0.016193251799083607,7131.000000002665,1726.714386989472,795.7417798343139,0.0020166949060623058,1544.9500000002129,3.637978807091713e-12
8563,247.400809379212,276.20712984596565,260.6646715655462,720.2595411236503,4867.568349190551,3509.3862380384985,360.10397938833097,284.4421888400597,0.0010181068290433847,53.01175904024326,5.138937975612116e-10,8.812703021589636e-10,480.42000000115866,0.01644491069275218,6952.000000003392,1633.5769161605,1035.872240422361,0.002972845669945409,1438.0300000002096,-2.7284841053187847e-12
8564,247.3411205917161,265.7419975604679,258.73405922763465,645.56850244934,4878.082406093661,3501.4401279433255,359.65718813221133,282.54954291735476,0.0007926102314601958,45.31499782213742,7.515476998171869e-10,8.255448709185514e-10,343.8700000013013,0.015034089271370949,6543.000000004347,1659.1659081419625,1263.5972142084156,0.0026470852784153415,1362.5500000002294,-4.547473508864641e-12
8565,246.61870805936655,253.91002164814634,259.6343392077597,197.2676770204518,4856.007782154038,3503.159304718247,341.739114758358,278.89090078237405,0.0007721213988076169,31.90771608311612,8.337979357104164e-10,7.066606877836677e-10,522.1400000008741,0.020538245180474785,6366.000000004465,1665.210710320286,1095.517744091492,0.03842038444264551,1364.5300000001678,0.0
8566,247.13233653874917,252.08031532488715,254.64898292477164,105.9275777050885,4563.014174819617,3504.227321304476,349.57469359218294,274.7051388767352,0.0007311441368527089,31.327735243378374,9.607513780815522e-10,7.914469320970509e-10,433.2600000007131,0.01718322716098066,6030.0000000047185,1545.6280154967517,1331.583344529091,0.0048306728865698196,1108.7000000002006,0.0
8567,244.52000002057736,247.53000002016216,248.19000002013522,66.56000002229287,3996.9300000190588,3482.1100000190822,342.210000020261,271.3300000204621,8.422834126012855e-08,31.58000002193504,0.004804830237896833,7.539070589320053e-10,109.30000000069032,0.015814681322669805,5579.865261662527,1342.6000000007175,1163.9603665469315,0.004991570804363307,953.8500000002181,0.0
8568,242.83000000076464,244.2600000007648,237.34000000076477,66.32000000076475,3537.730000000765,3480.570000000765,338.27000000076475,271.9700000007647,9.306210073558394e-10,48.08000000076487,0.002474032652713214,6.490552750890762e-10,246.55000000037072,0.013999956237933603,5739.584411906374,1275.3000000013924,833.4127649639909,0.009297125719124624,865.6300000002462,4.092726157978177e-12
8569,241.55000000029273,245.74000000029278,231.13000000029277,67.4300000002926,3542.650000000293,3477.810000000293,339.14000000029273,270.3300000002927,3.131985421562115e-10,67.98000000029265,1.1668502567998556e-09,2.8592208949025055e-10,329.43000000022397,0.007226341280376359,6303.462916257628,1132.8479256504063,674.3409942535336,0.0153901838601731,702.5300000004768,-4.547473508864641e-13
8570,242.73000000025115,249.47000000025122,233.1000000002512,66.39000000025106,3656.7000000002513,3479.550000000251,342.1900000002512,268.59000000025117,2.6487979772905065e-10,90.31000000025112,9.121945846418907e-10,2.962894667896553e-10,251.17000000023708,0.003911485647084405,6380.507312495362,1036.3140138376918,918.8880434196423,0.014541736040401012,544.4800000008804,4.547473508864641e-13
8571,241.90000000023622,250.78000000023624,235.81000000023624,66.41000000023611,3333.3200000002366,3483.3400000002366,347.4000000002362,269.57000000023623,2.478669603601437e-10,110.47000000023617,4.922991175883552e-10,2.6012490193106166e-10,316.14000000022924,0.0032218531613753694,6439.361584999442,1040.6952123403007,583.6413846128563,0.015039902847443404,591.4300000010687,1.8189894035458565e-12
8572,242.33000000025407,265.5100000002541,237.5800000002541,66.38000000025399,3410.1100000002543,3484.9400000002543,348.6900000002541,266.6200000002541,2.6819988862743283e-10,146.88000000025403,4.1434831885838434e-10,2.265238269777803e-10,353.0900000002418,0.0034752053428260764,6479.12611156065,1143.6391228525779,458.0539829164011,0.01425787815859389,741.300000000991,1.8189894035458565e-12
8573,241.2300000002874,280.6500000002875,239.73000000028745,71.51000000028736,3614.0000000002874,3483.7500000002874,352.14000000028744,273.8600000002874,3.0693939446974794e-10,177.46000000028738,3.439285618033268e-10,2.5020356018526877e-10,312.8900000002441,0.002330778288029447,6535.067562024904,1006.6238411577453,834.3868040306863,0.01412356720544981,671.1300000014776,1.8189894035458565e-12
8574,242.68000000137914,287.6600000013796,242.77000000137951,117.51000000137925,3976.0500000013794,3483.1400000013787,349.73000000137944,275.30000000137926,2.4600000014754686,196.23000000138072,1.8177300022851957e-09,5.067909080787012e-10,209.88000000056303,0.009354351012683637,6084.526295719858,1074.28232657594,1425.4746139491497,0.006118122471174258,799.1300000003686,4.547473508864641e-12
8575,242.0375936281874,297.5689299935672,254.71255856360884,150.67844539334118,4215.189968838202,3520.529297592075,368.25732047197533,279.21013668195286,8.15147784122383,192.4257748642416,4.082335323889937e-10,9.040315333281337e-10,10.610000001622248,0.011390325640074823,6112.000000003255,870.6373015246611,1786.7404951331835,0.05509753555118178,769.9500000003028,-2.2737367544323206e-12
8576,242.89368189483733,300.1497853237569,256.7024317151998,239.09528494232984,4381.877473078823,3524.9047301158107,379.59020226249004,280.5306709051833,62.38703349402521,177.6562328034318,3.7269424445257856e-10,8.908696029589054e-10,106.1100000016466,0.010321168039121692,6515.000000002849,803.5345399298151,1859.1727076710324,0.10060010280598841,774.100000000334,2.7284841053187847e-12
8577,247.3548174510484,299.4830131901746,264.487461678096,389.15763912675885,4439.034880304566,3526.9360678850076,369.36594311979854,282.10800354205116,159.63397197380712,161.7925246837345,3.5569550490344906e-10,7.592451224023596e-10,33.510000001888315,0.01240536115277735,6650.000000002681,777.8946308227275,2013.8477606382587,0.28433685525487373,730.850000000278,9.094947017729282e-13
8578,248.057368070211,292.2929119155536,262.08679672499426,473.09365700969147,4393.239278219181,3521.313817447288,370.80565751197906,282.0478668205688,241.2111682657488,154.9833920973328,4.000481733118095e-10,7.771808172491351e-10,52.58000000162803,0.011037088156844524,6595.000000003004,901.1175207839466,1944.5188585332135,0.35657185303410144,850.7300000003124,9.094947017729282e-13
