,biomass,gas,hard_coal,hydro,nuclear,other_fossil,other_renewable,wind_onshore,NO -> FI,SE -> FI,demand,FI -> NO,FI -> SE,mismatch
1784,981.2205481281691,1103.1934388385637,1526.9906046210983,2357.209721448178,2924.0329762684687,1287.8475979305874,39.84652132601041,468.646331411284,0.04288607618723984,2348.7693739668307,12995.580000000715,42.220000000859905,1.3803423035697072e-08,-1.1084466677857563e-12
1785,933.003684527359,1112.55927428351,1534.1640979688218,2248.5644477485275,2941.919203997694,1270.3866278969756,40.09751628161279,418.8765596281101,0.2751964798508218,2242.6133911908846,12701.860000000632,40.60000000071943,1.994503395651807e-09,3.623767952376511e-13
1786,907.0207087321912,1095.5111941681841,1515.387154475454,2153.2094664948554,2901.954066283685,1234.6160428065464,37.83093166449331,446.18293821366797,0.25072195390817176,2217.846775217423,12473.290000000867,36.52000000103136,8.509880045705027e-09,1.6129320101754274e-12
1787,886.7492873844088,1114.3737899830505,1469.9099542392394,2082.01264656146,2832.7535767536274,1193.5791478144847,37.599076842178356,461.4533535306942,0.06096327490938854,2308.5000000019177,12356.860000002374,30.13000000480987,0.0017963787877035692,-2.142286348316702e-12
1788,874.02836909085,1076.046750889045,1426.6242825384659,2036.7160804304124,2819.826546816431,1175.9556225156791,38.5814929301089,498.66912935803043,0.02392785432559338,2323.300000001565,12249.21000000335,20.56000001452362,0.00220240704272887,-3.659295089164516e-12
1789,888.3381752229102,1073.810464613371,1446.5276253576765,1945.8215617697217,2858.0786329618204,1186.3503970521726,39.13744675807979,567.409947806783,0.11622573496888847,2187.5000000072364,12184.00000000144,9.090000001918009,0.00047728138246874155,-4.1744385725905886e-13
1790,928.0448274526624,1087.0024547212422,1456.0545869148061,1808.21751876342,2880.3082424065856,1176.7598527596022,37.850749042249916,669.0587783722538,6.12162728574889,2089.9013622886882,12139.320000001078,1.3252945257962592e-09,4.857179245470177e-09,-3.3667674211619154e-12
1791,957.0463261189179,1098.9388307647187,1472.6227916988717,1852.6178189807347,2908.5603647282783,1197.1917959060083,37.720396452632784,769.7308801885466,17.081523455633423,1988.4092717086558,12299.920000000815,9.318796492429562e-10,1.253057004741437e-09,-2.1493697293654497e-12
1792,973.9842711023392,1114.4766409744902,1490.5488981505534,2017.348283683215,2963.613748761331,1229.531162309548,38.43811079783163,992.9034757206937,20.86532014011201,1748.5800883622082,12590.29000000056,6.112367518117777e-10,1.1511949954951504e-09,1.6898472900688132e-13
1793,969.9041581162177,1110.9144158893155,1492.1351692447506,2143.0491193166527,2946.277910276482,1248.667951886166,38.2142408312216,1213.9198495331486,22.945614563001424,1906.7415703482327,13092.770000000624,7.227148763597995e-10,3.841208636930641e-09,-7.909979388684308e-14
1794,994.43330747519,1141.7819194228098,1524.758904452709,1983.339868239043,3021.4116326800413,1306.495118183365,39.24323775623445,1320.5449603062955,14.092643128340427,1556.5284083582724,12902.630000000418,4.954913845733905e-10,1.3907716136201316e-09,-1.789976120014795e-12
