,biomass,gas,hydro,lignite,nuclear,other_fossil,solar,wind_onshore,AT -> SI,IT -> SI,demand,SI -> AT,SI -> IT,mismatch
0,12.200402112997342,32.57368114548053,95.57874280114254,255.24440907780016,746.0454844029347,11.27921284023529,0.08711503226736371,0.7498052225164198,897.968058251704,6.107750004345791e-10,1103.0000000004845,2.172952109581434e-10,948.7269108869871,1.1368683772161603e-13
1,12.991712797126825,32.92903892099519,73.53241125549825,255.8490679633118,792.9271581613416,11.94417767240044,0.09386251381913234,0.6945613329509509,992.0058725597955,1.240348482053678e-10,1058.0000000002487,1.466326252259741e-10,1114.9678631769684,2.2737367544323206e-13
2,11.400000001728076,31.20000000170273,177.36000000168318,233.87000000168092,696.4000000016812,10.420000001730962,0.08000000245126664,0.5700000020216862,849.0555927624868,2.451721363894653e-10,1042.9433558142364,3.323453920866263e-10,967.4122369628433,1.1368683772161603e-13
3,11.380000000489837,35.4800000004892,141.32000000048907,233.06000000048894,696.4500000004892,10.530000000489942,0.08000000055731438,0.6200000005077679,832.0607282133839,2.1987417618111266e-10,1081.1277320520417,1.6763734689951344e-09,879.8529961638869,-2.2737367544323206e-13
4,11.420000000271688,32.200000000271615,143.14000000027164,235.81000000027163,696.3100000002717,10.790000000271686,0.08000000028858474,0.5600000002762966,791.7500000017857,1.5072972920378323e-10,1152.7330650687286,0.0019293916539127771,769.3250055437483,5.684341886080801e-13
5,11.43000000024645,37.68000000024639,145.31000000024645,234.65000000024642,696.2100000002465,9.270000000246442,0.08000000025954851,0.24000000025270588,828.0100000014984,1.3258622448186636e-10,1209.3257956392754,0.00229764754551487,753.5519067168011,-3.410605131648481e-13
6,11.420000002255579,34.500000002206654,105.86000000218031,216.7800000021698,696.2200000021681,10.210000002263131,0.08000000338341955,0.42000000280965816,796.5512569781793,2.5261263316419906e-10,1109.3603538633242,5.023559468143205e-10,762.680903134042,1.1368683772161603e-13
7,11.564915885081396,36.65610860457078,185.91262843923005,231.65400487934005,707.502529747562,10.619804130158865,1.5040488167464297,0.5995870299651924,773.0510059118199,3.4025612286378273e-10,1139.0000000021212,6.959966476070978e-10,820.0646334419978,2.2737367544323206e-13
8,11.733983303686202,37.37758301674375,250.54838336576174,247.42413297852397,718.0207919670776,9.413995392373938,5.516415701372511,0.64959661641477,731.6652876992842,4.274702601794253e-10,1224.0000000011087,7.592401652284836e-10,788.3501700397984,1.1368683772161603e-13
9,11.917012712190187,41.87709475742002,236.9265488554702,247.90109131733843,729.2625353485373,9.005826830131474,7.759671722344013,0.345572425658584,747.5177407529277,8.204913069473927e-10,1300.000000000731,6.440341258041746e-10,732.5130947214633,2.2737367544323206e-13
10,11.179626273418572,41.247205606951326,257.75419621730674,241.9904126889462,711.0344405881741,8.126924670463387,8.300489644544257,0.541114332938955,778.0047075136691,4.877173806718253e-10,1378.0000000016432,1.102473773741849e-09,680.1791175341551,0.0
11,11.380000002486161,38.670000002420274,394.9900000023765,241.60000000237838,696.6200000023756,9.170000002505788,6.0700000025519545,0.47000000310475554,726.011191042424,3.4399705856170723e-10,1419.3054932241348,3.565536030848233e-09,705.6756978352671,-1.1368683772161603e-13
12,10.721178107761355,41.68110846421188,500.7397033986805,237.53478093230464,704.5432305745475,9.901918271484337,4.197442374515906,0.3236582113143323,646.305051314713,5.744732402202579e-10,1376.0000000030166,1.042976456079582e-09,779.9480716460484,0.0
13,11.51286324720019,44.44649993248264,609.197380869004,253.9356723370172,745.1155052397484,11.716157300813023,2.0864389717901073,0.34238998555538647,458.86835132193335,0.0018177203031361961,1350.0000000004927,3.817173085340668e-10,787.2230769249727,0.0
14,11.929951228374268,45.910575176559135,685.5555245206609,255.50709881952656,763.6045988230748,9.967211090676615,4.605312055290748,0.32895086143753227,343.8458741801077,0.003557092071244019,1345.0000000003572,2.99533053728277e-10,776.2586538471222,4.547473508864641e-13
15,12.49008574967321,47.962385953950296,760.6622057968855,270.2037106325659,794.7758952112338,8.711092712139969,0.09416897419939554,0.33109002468496884,209.32651927762066,0.008037975947742708,1385.0000000002435,5.371241330055114e-10,719.5651923081213,-2.2737367544323206e-13
16,11.290555363620625,39.57978545189373,830.3166581674647,242.53746803265466,729.0263419202489,7.352476684174222,0.07473613596924358,0.6179431978223093,370.1400000004367,5.666026798795687e-10,1439.0000000007283,0.007888714726705407,791.9280762393964,4.547473508864641e-13
17,11.566223530500288,37.77336694233315,858.056955733088,238.65008941682433,718.4471693135297,12.824991836107333,0.07317773138080724,0.5468419700599707,394.90000000043113,5.806327065917005e-10,1456.0000000010853,0.007990671235719225,816.8308258025143,1.1368683772161603e-13
18,11.060000001055537,38.64000000104388,976.6100000010405,229.3600000010406,696.1400000010409,14.640000001050476,0.07000000134463519,0.4100000011943846,417.68000000027246,2.854478727214361e-10,1535.1696072124648,0.0126484447327763,849.4277443521715,-3.410605131648481e-13
19,11.303150165079739,42.83619711507678,835.7019109587877,235.11161673031637,706.9495859240651,9.444680731321911,0.07155571024131632,0.5382452486621456,513.1600000009039,3.039300737731971e-10,1439.000000002215,0.0038105694369056004,916.1131320131068,0.0
20,12.520904573262651,49.02804427439788,913.0827549184629,258.96374919987454,782.011904536534,14.81172478213101,0.08229510857639061,0.5390165200195058,483.61303793198505,1.3169657109931465e-10,1386.0000000002806,5.128358962771132e-09,1128.6534318399667,-2.2737367544323206e-13
