,biomass,gas,hard_coal,hydro,other_fossil,other_renewable,solar,wind_onshore,CH -> AT,CZ -> AT,DE -> AT,HU -> AT,IT -> AT,SI -> AT,demand,AT -> CH,AT -> CZ,AT -> DE,AT -> HU,AT -> IT,AT -> SI,mismatch
0,316.00000000036715,71.00000000036695,150.0000000003671,3345.0000000003674,122.00000000036705,4.030117503191949e-10,4.030117503191949e-10,832.0000000003672,1.209934488143505e-10,1351.4000000005599,3195.600000000202,0.004511250669162653,46.00000000014985,2.172952109581434e-10,7015.932795300542,1174.1474353760077,0.006159045941756022,0.017066781262596593,340.9100000007635,0.02299649870751267,897.968058251704,-2.2737367544323206e-12
1,316.0000000003387,70.0000000003385,149.00000000033862,3275.000000000339,122.00000000033859,3.6819119641250746e-10,3.6819119641250746e-10,926.0000000003387,1.2517786127535933e-10,1226.1000000027145,3217.700000000217,0.0069529640346385705,58.00000000006589,1.466326252259741e-10,6778.9988964640415,1216.8727484714636,0.001268996008300055,0.01585146969926037,371.8600000004955,0.05231500856912466,992.0058725597955,0.0
2,316.00000000026097,69.00000000026085,149.00000000026097,3167.000000000261,122.00000000026094,2.7614151419508137e-10,2.7614151419508137e-10,692.000000000261,1.3376702339478047e-10,1204.3204857566575,3244.8000000002016,0.004983662287651949,82.0000000001331,3.323453920866263e-10,6686.960670082874,1164.0362130741833,8.406500158094712e-10,0.017100104504239298,346.030000000691,0.02589339628519876,849.0555927624868,-2.2737367544323206e-12
3,316.0000000003512,72.000000000351,149.00000000035112,3160.0000000003515,122.0000000003511,3.834155072048334e-10,3.834155072048334e-10,453.00000000035124,8.722619870098631e-11,1306.992205353286,3035.700000000258,0.008322573562164835,102.00000000018055,1.6763734689951344e-09,6498.648807919553,1073.2085491317637,4.504827462043667e-10,0.013355482673671985,312.75000000041393,0.019087183684152523,832.0607282133839,4.547473508864641e-13
4,316.0000000003205,75.00000000032031,149.00000000032043,3330.0000000003206,122.0000000003204,3.461964663932573e-10,3.461964663932573e-10,321.0000000003205,9.754814141265846e-11,1297.6838001316523,2977.0000000002915,0.00716851265011686,162.0000000001605,0.0019293916539127771,6681.682641071413,957.7869583052304,5.08328363615952e-10,0.01182377789971259,318.44000000048055,0.02147488180438253,791.7500000017857,-1.8189894035458565e-12
5,316.00000000029496,92.00000000029486,149.00000000029493,3357.000000000295,122.00000000029492,3.1581320253602673e-10,3.1581320253602673e-10,323.00000000029496,1.3484441392921567e-10,1250.6828028793643,3033.500000000288,0.005382778247782451,186.00000000014242,0.00229764754551487,6879.621404834886,734.1129031796222,5.698991256814529e-10,0.011969845661205769,387.4100000006399,0.024205445246512743,828.0100000014984,6.821210263296962e-13
6,316.00000000037016,93.00000000037004,149.0000000003701,3424.00000000037,122.00000000037008,4.0676496917490095e-10,8.000000000370365,332.00000000037016,1.3879262088419795e-10,1334.52168436502,2917.800000000377,0.00732407088271023,194.0000000001563,5.023559468143205e-10,7240.530873719446,486.92567701832024,9.866275055390904e-10,0.009147366255621504,366.2900000004704,0.022053356417202966,796.5512569781793,-1.5916157281026244e-12
7,316.0000000008262,86.00000000082638,149.0000000008265,3496.0000000008263,122.00000000082647,1.019001757819031e-09,21.00000000082875,304.0000000008262,1.6901621593875786e-10,1333.7840326715134,2768.8000000006646,0.012309148223511729,173.00000000020617,6.959966476070978e-10,7248.018788143044,316.24464457110315,6.9416227164652095e-09,0.005188004133445245,432.26000000028,0.016715190955634052,773.0510059118199,-4.547473508864641e-13
8,316.0000000015246,86.00000000152805,149.00000000152613,3504.000000001524,122.00000000152663,2.1667041769160994e-09,66.00000000152968,276.0000000015245,1.8957521416176264e-10,1340.8807759300462,2904.100000000812,0.009474822189669276,188.00000000024139,7.592401652284836e-10,7548.759814755056,277.60663206353263,1.1376734033541801e-08,0.004240982491189918,393.94000000036374,0.0142752549845515,731.6652876992842,-6.821210263296962e-13
9,316.0000000023258,84.00000000234425,149.00000000233473,3526.0000000023224,122.00000000233774,3.700598707966951e-09,125.00000000233734,337.0000000023257,1.6920517605680553e-10,1394.3689968530596,3208.700000000749,0.008641637076364473,210.000000000307,6.440341258041746e-10,7864.8698525044,487.0442271458034,6.84261085109963e-09,0.0045973682668858555,372.6300000003988,0.011220733392828289,747.5177407529277,9.094947017729282e-13
