,biomass,gas,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> BE,NL -> BE,demand,BE -> FR,BE -> NL,mismatch
1491,357.610000000356,1427.780000000356,32.2000000003559,4966.170000000357,973.8400000003561,3.892790069381939e-10,117.00000000035605,572.930000000356,7.157743320669829e-10,1678.150000000032,9860.414383950447,265.15751103330194,0.1081050198798743,5.684341886080801e-13
1492,357.66000000043624,1428.6400000004364,31.41000000043621,4966.420000000437,970.0500000004363,4.894509717034707e-10,122.85000000043632,608.8200000004364,8.086580238394389e-10,1566.1800000000321,9774.18185463449,277.7406159317999,0.10752943809696708,-1.7621459846850485e-12
1493,354.44000000068553,1473.490000000686,31.290000000685374,4965.920000000686,988.6800000006856,8.196252733754331e-10,114.21000000068564,570.3400000006857,1.56008931346666e-09,1491.6300000000354,9720.670343647991,269.2318939588478,0.0977624003752504,-5.684341886080802e-14
1494,356.22000000169976,1424.9600000016999,31.750000001699625,4965.4700000017,1010.7000000016994,25.880000001756272,174.33000000170009,511.3200000017001,6.540219463095861e-08,1340.0200000000405,9290.491236955382,550.0737424814864,0.08502064222943632,-1.4779288903810084e-12
1495,353.2300000014015,1431.4900000014015,31.610000001401506,4964.690000001401,1010.9600000014011,319.370000001401,162.1800000014017,521.5700000014018,2.356008638214478e-09,1638.5700000000418,9586.318979697451,847.2683941455837,0.08262617057213702,1.0231815394945443e-12
1496,351.39000000120484,1373.1300000012052,31.060000001204983,4963.410000001205,996.8600000012046,924.060000001205,197.18000000120503,374.47000000120505,1.470097234784985e-09,1733.6500000000406,9980.784922354775,964.339675553228,0.08540210314666262,2.1600499167107046e-12
1497,349.9300000006322,1318.3600000006325,30.920000000632076,4960.690000000632,981.2600000006323,1501.3200000006323,142.06000000063239,193.03000000063238,7.693911959666358e-10,1785.8800000000379,10281.932416881225,981.426494304394,0.09108882024790471,-4.092726157978177e-12
1498,350.5100000004583,1450.8800000004587,31.100000000458238,4958.550000000459,897.6500000004585,1645.2500000004584,81.25000000045847,138.70000000045846,4.5829774207982346e-10,1953.180000000038,10662.117885113028,844.8612740921997,0.0908407989361485,1.3642420526593924e-12
1499,353.8100000010662,1500.2400000010664,367.0900000010665,4958.100000001067,916.6900000010661,1245.5400000010663,31.550000001066337,120.04000000106636,1.8049381753270325e-09,1816.4600000000407,10447.448345161634,861.986767247084,0.08488760165832933,1.1368683772161603e-12
1500,355.6600000013782,1580.6500000013784,609.7600000013791,4958.380000001378,978.6200000013779,821.8100000013781,20.150000001378398,103.76000000137843,6.719353372204891e-08,1326.970000000044,10308.973967028454,424.28599845340983,22.500034596399917,1.7621459846850485e-12
1501,355.5800000021424,1583.0900000021416,113.21000000216368,4965.190000002141,1001.010000002141,486.7300000021414,161.8600000021424,134.69000000214243,0.0011105011357842884,1241.230000000043,10017.910738060833,2.8700000031015267,21.810372454399218,1.2718714970105793e-12
1502,350.7800000010196,1542.4300000010198,156.13000000102005,4963.980000001019,1005.7300000010194,300.80000000101944,166.31000000101974,211.04000000101976,325.78000000335703,1195.2000000000392,10210.834816538245,7.257264684511444,0.0879187887973074,-2.800426557314495e-12
1503,353.61000000170856,1510.9700000017085,198.75000000171698,4967.7700000017085,996.9500000017081,126.60000000170879,13.060000001708868,222.11000000170893,728.4025226339853,986.3400000000398,10104.475824855997,9.174261930362936e-08,0.0866976999628716,-6.265543639472071e-13
1504,352.257713151871,1777.4176803315981,240.54028094327956,4981.615964296929,999.7814462576816,20.180366981138583,37.727198257706576,297.0026108570031,1034.6900000367937,432.5100000000396,10173.000000013199,0.6361836192624235,0.0870774815799938,-2.80109269112927e-13
1505,352.8093798707876,1720.4828315854393,305.1320450380813,4976.255941371927,986.6187871457539,0.5256387502361284,137.3503884532175,533.830593792231,787.2500000007672,990.1800000000368,10761.00000001819,29.34198766677257,0.09361832351458464,3.588240815588506e-13
1506,357.32081384282776,1734.0264831269128,488.81680364285035,4971.132559513536,959.1718513809035,6.049364184446395e-05,183.80132452704242,737.1866322829061,83.69000000261062,1464.3800000000363,10965.000000057318,14.430991076379192,0.09553767957240629,-2.922107000813412e-12
1507,359.47244360689484,1694.5173534740002,510.2542542971819,5018.8821108657785,877.3186378381039,0.0010178629974817294,289.2878327113976,812.6197003075957,0.0005377196658149051,1614.8100000000368,10617.000000003392,560.0700000064204,0.09388867383883247,1.9326762412674725e-12
1508,361.9960551101165,1584.6161308573717,89.65237290248272,5024.299194673133,853.4731095928053,0.001132706549761712,477.8313456712635,934.1036545031948,0.002588995765460645,1981.6500000000362,10140.00000000305,1167.53000000133,0.09558500833894189,-1.3642420526593924e-12
1509,357.07000199537595,1597.8900013654732,73.95500314028753,4967.400001198218,845.1200016126959,8.651639675361197e-06,562.4800018377076,835.3500018398555,1.8637825348604345e-09,2216.5100000000343,10137.644960239557,1318.0295417194627,0.10051968413089944,1.8189894035458565e-12
1510,365.58952269433956,1766.5771294226408,61.443273584116895,5050.356622462786,913.5628368136813,0.0016441651767592168,421.1304919873722,807.4617082784038,0.0011937186623363874,2537.8700000000363,10044.000000002101,1879.9000000028857,0.09442312223084694,-9.094947017729282e-13
1511,362.9330679304822,1640.4123182863877,207.23558910805366,5019.034086803209,940.7210557068684,0.001027977890783229,584.9625129807415,794.6294019650672,0.004331443053679114,2200.860000000037,9596.000000003354,2154.7000000007956,0.09339219764215521,-2.7284841053187847e-12
1512,356.560000000619,1534.6700000006194,31.43000000061927,4969.610000000619,875.2500000006193,7.289065331216065e-10,662.1300000006192,799.2900000006192,1.776423493236622e-09,2213.6700000000346,9866.266178153268,1576.2444655986753,0.09935625492980298,-2.2737367544323206e-13
1513,355.34000000042283,1594.6000000004228,32.07000000042283,4969.2300000004225,856.2500000004229,4.725278532514662e-10,738.390000000423,730.6800000004229,1.3689768374541258e-09,2071.050000000034,9856.858059159722,1490.6498946449558,0.10204620015794198,-2.2737367544323206e-13
1514,356.9900000003743,1593.9500000003745,33.28000000037424,4968.960000000375,851.8600000003744,4.1183754896968465e-10,720.8400000003744,648.4900000003744,9.003347446831119e-10,1837.5200000000332,9744.751680172069,1267.0343957852974,0.10392404659956571,1.1368683772161603e-12
